"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.454653146E1,-1.618332414E0,2.194040789E0,-8.390649211E-1,2.852515509E0
1.455650146E1,-1.566340727E0,2.690371165E0,-1.557807008E0,3.481132424E0
1.456647046E1,-1.426063100E0,3.061093408E0,-2.219125344E0,4.040849677E0
1.457644046E1,-1.052231015E0,3.095682612E0,-2.531495299E0,4.135082755E0
1.458641046E1,-2.843550673E-1,2.692922305E0,-2.224890845E0,3.504686522E0
1.459637946E1,8.889174047E-1,2.253861313E0,-1.592459362E0,2.899308847E0
1.460634946E1,2.242451057E0,1.938290008E0,-5.725605992E-1,3.018837614E0
1.461631846E1,3.473250775E0,1.617079648E0,7.630544798E-1,3.906490711E0
1.462628846E1,4.402268970E0,1.251205332E0,1.935839440E0,4.969201264E0
1.463625846E1,5.011753786E0,8.413546908E-1,2.765932394E0,5.785839242E0
1.464622746E1,5.291032008E0,4.613862455E-1,3.301661893E0,6.253708358E0
1.465619746E1,5.058146179E0,1.417043477E-1,3.428182776E0,6.112066757E0
1.466616646E1,4.365707207E0,-1.792323625E-1,3.218741359E0,5.426953067E0
1.467613646E1,3.433875917E0,-6.000284064E-1,2.800605798E0,4.471569159E0
1.468610646E1,2.590012771E0,-1.118519729E0,2.257324035E0,3.613137741E0
1.469607546E1,1.894295850E0,-1.686267997E0,1.755027745E0,3.084149625E0
1.470604546E1,1.281279608E0,-2.161135583E0,1.385146331E0,2.868939665E0
1.471601446E1,7.372514480E-1,-2.589563997E0,1.068318313E0,2.896667985E0
1.472598446E1,2.641929907E-1,-2.889517974E0,8.119157141E-1,3.013024923E0
1.473595446E1,-8.946093768E-2,-3.107278225E0,6.386377175E-1,3.173490092E0
1.474592346E1,-3.461192062E-1,-3.183289105E0,4.966379392E-1,3.240335982E0
1.475589346E1,-5.712118658E-1,-3.164376871E0,3.853075379E-1,3.238522175E0
1.476586346E1,-7.793753743E-1,-3.112783964E0,1.272283959E-1,3.211391761E0
1.477583246E1,-9.820118022E-1,-2.960012006E0,-2.404435010E-1,3.127911657E0
1.478580246E1,-1.244474894E0,-2.637663778E0,-6.060434371E-1,2.978804562E0
1.479577146E1,-1.473583129E0,-2.233491953E0,-9.076137306E-1,2.825543528E0
1.480574146E1,-1.528704831E0,-1.873602262E0,-1.138852252E0,2.672883901E0
1.481571146E1,-1.540529655E0,-1.465324522E0,-1.330889432E0,2.508321003E0
1.482568046E1,-1.489827571E0,-9.690719140E-1,-1.471776924E0,2.307555824E0
1.483565046E1,-1.318380484E0,-5.308967757E-1,-1.565727793E0,2.114587905E0
1.484561946E1,-1.003558792E0,-2.817153418E-1,-1.742696406E0,2.030636487E0
1.485558946E1,-5.271089494E-1,-8.912910819E-2,-1.897995530E0,1.971845550E0
1.486555946E1,1.640013890E-1,7.056536794E-2,-1.902580478E0,1.910939141E0
1.487552846E1,9.230410244E-1,2.846178997E-1,-1.688944999E0,1.945648295E0
1.488549846E1,1.662563677E0,6.547320324E-1,-1.235321370E0,2.172282418E0
1.489546846E1,2.297822143E0,1.001343867E0,-5.877094924E-1,2.574505503E0
1.490543746E1,2.824019803E0,1.285290506E0,2.998671457E-2,3.102895219E0
1.491540746E1,3.154387488E0,1.409293578E0,4.325201498E-1,3.481859057E0
1.492537646E1,3.352576523E0,1.407045908E0,7.322554408E-1,3.708873894E0
1.493534646E1,3.535223075E0,1.368823829E0,9.801218359E-1,3.915625069E0
1.494531646E1,3.781818286E0,1.283987162E0,1.154190084E0,4.157274026E0
1.495528546E1,4.123046588E0,1.107864348E0,1.125810476E0,4.415237911E0
1.496525546E1,4.396448944E0,9.376361132E-1,1.032307212E0,4.612329452E0
1.497522446E1,4.373963476E0,7.633738840E-1,9.960176378E-1,4.550422762E0
1.498519446E1,4.057736113E0,6.259304023E-1,9.026023744E-1,4.203772387E0
1.499516446E1,3.423155925E0,4.270268369E-1,6.342461662E-1,3.507508603E0
1.500513346E1,2.619032210E0,9.168901920E-2,3.301245864E-1,2.641347920E0
1.501510346E1,1.723687254E0,-2.707032806E-1,4.292864934E-2,1.745342626E0
1.502507346E1,8.253618251E-1,-5.083043039E-1,-2.933454537E-1,1.012742298E0
1.503504246E1,4.949668050E-3,-6.177653503E-1,-5.531705743E-1,8.292503914E-1
1.504501246E1,-7.366597098E-1,-6.528094679E-1,-7.831402503E-1,1.257830029E0
1.505498146E1,-1.438640314E0,-5.959973359E-1,-1.111651005E0,1.913286893E0
1.506495146E1,-2.065890141E0,-2.596415180E-1,-1.399006133E0,2.508492366E0
1.507492146E1,-2.504883451E0,3.521941710E-1,-1.470915045E0,2.926101998E0
1.508489046E1,-2.821041232E0,1.207559375E0,-1.281197455E0,3.325348131E0
1.509486046E1,-2.926273572E0,2.160620443E0,-1.022334348E0,3.778428937E0
1.510482946E1,-2.918950519E0,3.147384862E0,-9.239583063E-1,4.390899971E0
1.511479946E1,-2.968458894E0,4.082000304E0,-9.394667302E-1,5.133913948E0
1.512476946E1,-2.806287245E0,4.638902571E0,-1.107014894E0,5.533547428E0
1.513473875E1,-2.698634450E0,4.808571228E0,-1.633073684E0,5.750818620E0
1.514470875E1,-2.538547918E0,4.847441179E0,-1.881125435E0,5.786237501E0
1.515467775E1,-1.932915540E0,4.868901629E0,-1.721037295E0,5.514012598E0
1.516464775E1,-6.168047990E-1,4.762563581E0,-9.814845295E-1,4.901609114E0
1.517461775E1,1.253760565E0,4.504603722E0,3.805712932E-1,4.691290308E0
1.518458675E1,3.095520937E0,4.249547006E0,1.835347438E0,5.568608430E0
1.519455675E1,4.603842374E0,3.800372670E0,2.841549464E0,6.611550528E0
1.520452675E1,5.485322120E0,3.090213711E0,3.264067220E0,7.091707436E0
1.521449575E1,5.717328528E0,2.158931183E0,3.061698887E0,6.835409967E0
1.522446575E1,5.801237242E0,8.003282869E-1,2.254684894E0,6.275227715E0
1.523443475E1,5.484933280E0,-5.030517501E-1,1.840275471E0,5.807251326E0
1.524440475E1,4.696685341E0,-1.531994475E0,1.768835798E0,5.247346029E0
1.525437475E1,3.941589653E0,-2.453047884E0,1.746641668E0,4.960275197E0
1.526434375E1,3.272131408E0,-3.257634113E0,1.564174626E0,4.875004228E0
1.527431375E1,2.574129687E0,-3.950139159E0,1.194104055E0,4.863705122E0
1.528428275E1,1.864953060E0,-4.384172714E0,7.924246055E-1,4.829798863E0
1.529425275E1,1.183230719E0,-4.660455408E0,4.016347182E-1,4.825058548E0
1.530422275E1,6.277301022E-1,-4.843550441E0,-2.219720006E-2,4.884108790E0
1.531419175E1,2.416253695E-1,-4.900411690E0,-4.370404860E-1,4.925791503E0
1.532416175E1,1.925458878E-2,-4.802071463E0,-9.111020333E-1,4.887777408E0
1.533413175E1,2.609678127E-1,-4.886383635E0,-1.405935522E0,5.091316521E0
1.534410075E1,9.195739178E-1,-5.158698408E0,-1.356211969E0,5.412679222E0
1.535407075E1,1.484316570E0,-5.374819685E0,-1.045890587E0,5.673250342E0
1.536403975E1,1.493002025E0,-5.488592468E0,-6.818268603E-1,5.728751190E0
1.537400975E1,1.201328582E0,-5.478778501E0,-6.566692150E-1,5.647248771E0
1.538397975E1,5.488867579E-1,-5.209965041E0,-1.025084732E0,5.338146786E0
1.539394875E1,-3.534187241E-1,-4.641095862E0,-1.450220871E0,4.875224730E0
1.540391875E1,-1.196587660E0,-4.084602900E0,-1.704786129E0,4.584986218E0
1.541388775E1,-1.769297436E0,-3.478311540E0,-1.754266730E0,4.278611498E0
1.542385775E1,-2.121323646E0,-2.899641259E0,-1.805029917E0,4.020704719E0
1.543382775E1,-2.429991582E0,-2.210868491E0,-1.794989371E0,3.743632649E0
1.544379675E1,-2.699667360E0,-1.467899635E0,-1.779743048E0,3.551115109E0
1.545376675E1,-2.743133515E0,-7.159032637E-1,-1.695327673E0,3.303246113E0
1.546373575E1,-2.603137431E0,4.929904461E-2,-1.631834220E0,3.072724818E0
1.547370575E1,-2.512280763E0,9.107044226E-1,-1.545850621E0,3.087165581E0
1.548367575E1,-2.448551668E0,1.785450808E0,-1.448158851E0,3.358631256E0
1.549364475E1,-2.478121622E0,2.587346148E0,-1.233672456E0,3.789115278E0
1.550361475E1,-2.584985628E0,3.332499524E0,-7.819905415E-1,4.289430379E0
1.551358475E1,-2.762778698E0,3.963687742E0,-2.022905651E-1,4.835771720E0
1.552355375E1,-3.131507918E0,4.275855968E0,1.680118480E-1,5.302595032E0
1.553352375E1,-3.660964524E0,4.226776779E0,2.565667596E-1,5.597689674E0
1.554349275E1,-4.099834312E0,3.925618860E0,3.765022159E-2,5.676314152E0
1.555346275E1,-4.343956735E0,3.579332131E0,-5.343706065E-1,5.653948228E0
1.556343275E1,-4.516003746E0,3.417705150E0,-1.419697236E0,5.838710352E0
1.557340175E1,-4.665282285E0,3.604841779E0,-2.306667518E0,6.330912895E0
1.558337175E1,-4.725995387E0,4.119012594E0,-2.912323285E0,6.912519371E0
1.559334075E1,-4.495141758E0,4.506304677E0,-2.987565840E0,7.031260976E0
1.560331075E1,-3.766279018E0,4.470462999E0,-2.293507190E0,6.279336931E0
1.561328075E1,-2.546366230E0,4.209019369E0,-1.260946208E0,5.078366900E0
1.562324975E1,-1.102247367E0,3.925547524E0,5.215307057E-2,4.077694516E0
1.563321975E1,3.002584706E-1,3.499515883E0,1.419363652E0,3.788318855E0
1.564318975E1,1.488836907E0,2.990579495E0,2.304391197E0,4.058376503E0
1.565315875E1,2.368087256E0,2.461625165E0,2.723130190E0,4.368394870E0
1.566312875E1,2.874466949E0,1.967427269E0,2.758422522E0,4.443222379E0
1.567309775E1,2.978982420E0,1.641001192E0,2.538126626E0,4.243737497E0
1.568306775E1,2.887427010E0,1.378409754E0,2.307280599E0,3.944716967E0
1.569303775E1,2.746759081E0,1.002805086E0,2.010420676E0,3.548534174E0
1.570300675E1,2.499739655E0,5.129054779E-1,1.693413295E0,3.062583707E0
1.571297675E1,2.205337902E0,-8.231944084E-2,1.399792437E0,2.613371504E0
1.572294575E1,1.926399403E0,-6.770192796E-1,1.027113423E0,2.285679713E0
1.573291575E1,1.623316289E0,-1.207588027E0,6.964536703E-1,2.139736509E0
1.574288575E1,1.337468427E0,-1.757738514E0,5.424593523E-1,2.274363345E0
1.575285475E1,1.238584994E0,-2.301568746E0,5.410083658E-1,2.669082526E0
1.576282475E1,1.312017836E0,-2.830512552E0,5.710098445E-1,3.171631181E0
1.577279375E1,1.459969642E0,-3.294525366E0,6.809211266E-1,3.667296324E0
1.578276375E1,1.590794660E0,-3.697599669E0,8.141493505E-1,4.106788298E0
1.579273375E1,1.690738778E0,-4.055514756E0,9.211148053E-1,4.489348509E0
1.580270275E1,1.699400843E0,-4.349857745E0,8.989442101E-1,4.755767690E0
1.581267275E1,1.516746398E0,-4.564560487E0,7.851041839E-1,4.873614742E0
1.582264275E1,1.192007536E0,-4.720344930E0,5.244861808E-1,4.896695209E0
1.583261175E1,7.573521289E-1,-4.734760070E0,2.544477287E-1,4.801695411E0
1.584258175E1,1.500404307E-1,-4.488183571E0,-4.133162856E-2,4.490881005E0
1.585255075E1,-4.584421724E-1,-4.055921137E0,-4.146523744E-1,4.102755426E0
1.586252075E1,-8.616398513E-1,-3.450064226E0,-7.324991235E-1,3.630691582E0
1.587249075E1,-9.366567045E-1,-2.886193247E0,-8.935948849E-1,3.163218150E0
1.588245975E1,-8.288928124E-1,-2.375229045E0,-9.038105553E-1,2.673134832E0
1.589242975E1,-7.407627010E-1,-1.852672738E0,-8.197103450E-1,2.157093114E0
1.590239975E1,-7.149723870E-1,-1.305877967E0,-7.159675831E-1,1.652002530E0
1.591236875E1,-6.414761022E-1,-8.702048528E-1,-5.789936328E-1,1.226369317E0
1.592233875E1,-3.579621568E-1,-4.652027231E-1,-4.687151456E-1,7.511620112E-1
1.593230775E1,4.434352934E-2,-8.439812601E-2,-4.669370073E-1,4.765706255E-1
1.594227775E1,4.589038101E-1,2.807201457E-1,-4.222344589E-1,6.838701963E-1
1.595224775E1,9.006287929E-1,6.326745808E-1,-3.244082022E-1,1.147453716E0
1.596221675E1,1.279709923E0,8.555219096E-1,-1.977306139E-1,1.551989891E0
1.597218675E1,1.447768549E0,9.661582464E-1,-7.880935729E-2,1.742327881E0
1.598215575E1,1.447340240E0,9.791951984E-1,6.080694973E-2,1.748517799E0
1.599212575E1,1.367361440E0,8.826652694E-1,1.842907888E-1,1.637906707E0
1.600209575E1,1.275744634E0,7.847097892E-1,2.072574824E-1,1.512034883E0
1.601206475E1,1.210171326E0,7.280046612E-1,4.746594250E-2,1.413067034E0
1.602203475E1,1.232802682E0,7.279888737E-1,-3.726781368E-2,1.432186840E0
1.603200375E1,1.310904819E0,7.356995970E-1,5.191362709E-2,1.504134424E0
1.604197375E1,1.429426711E0,7.013436967E-1,1.902759987E-1,1.603542534E0
1.605194375E1,1.600299894E0,6.858117378E-1,2.813604158E-1,1.763649958E0
1.606191275E1,1.767027108E0,7.320117581E-1,4.198218977E-1,1.958181922E0
1.607188275E1,1.782842950E0,7.237473035E-1,6.136769772E-1,2.019638229E0
1.608185275E1,1.660597112E0,6.399771684E-1,6.878322431E-1,1.907948307E0
1.609182175E1,1.469669149E0,5.419298869E-1,6.146552163E-1,1.682681326E0
1.610179175E1,1.171470360E0,5.205162138E-1,4.492848480E-1,1.358358130E0
1.611176075E1,8.547630872E-1,6.894563073E-1,3.950718033E-1,1.167069691E0
1.612173075E1,6.964706272E-1,9.757997203E-1,4.403976649E-1,1.277186960E0
1.613170021E1,1.035981018E0,1.275750189E0,5.538739944E-1,1.734235167E0
1.614166921E1,1.657242419E0,1.502769506E0,6.637946320E-1,2.333536358E0
1.615163921E1,2.246589716E0,1.583086275E0,7.775720930E-1,2.856211804E0
1.616160821E1,2.633328652E0,1.727095596E0,8.853327692E-1,3.271252528E0
1.617157821E1,2.761424775E0,1.890871428E0,7.500334615E-1,3.429783046E0
1.618154821E1,2.654904586E0,2.167509633E0,4.744629586E-1,3.460018998E0
1.619151721E1,2.438213059E0,2.299717517E0,2.361281097E-1,3.359961319E0
1.620148721E1,2.197315084E0,2.318316926E0,1.313781649E-1,3.196880850E0
1.621145621E1,1.974848993E0,2.154927594E0,-3.642493755E-2,2.923194872E0
1.622142621E1,1.856140429E0,1.837681646E0,-1.642991585E-1,2.617121575E0
1.623139621E1,1.830631366E0,1.457658237E0,-6.960788637E-2,2.341115972E0
1.624136521E1,1.808843179E0,1.100478145E0,8.136809886E-2,2.118864451E0
1.625133521E1,1.764459742E0,6.784237808E-1,1.364079398E-1,1.895305815E0
1.626130521E1,1.630340841E0,2.024048781E-1,1.664991733E-1,1.651272530E0
1.627127421E1,1.275701072E0,-2.889460087E-1,2.108114201E-1,1.324894138E0
1.628124421E1,7.217565458E-1,-6.903351438E-1,3.069185954E-1,1.044841685E0
1.629121321E1,4.453629743E-1,-1.025426209E0,4.229419720E-1,1.195293688E0
1.630118321E1,6.941333489E-1,-1.442663637E0,6.919817197E-1,1.744115299E0
1.631115321E1,1.102135758E0,-1.848777907E0,8.795405173E-1,2.325139674E0
1.632112221E1,1.314427181E0,-1.974678401E0,7.074119371E-1,2.475379819E0
1.633109221E1,1.375144230E0,-1.920461848E0,1.612007189E-1,2.367526354E0
1.634106121E1,1.437891140E0,-1.906537288E0,-1.571623394E-1,2.393139228E0
1.635103121E1,1.368469195E0,-1.633945942E0,-7.983729780E-2,2.132805962E0
1.636100121E1,1.047220390E0,-1.065115355E0,-1.359287605E-1,1.499872625E0
1.637097021E1,7.614551932E-1,-5.788568079E-1,-5.466076595E-1,1.101666532E0
1.638094021E1,5.294041277E-1,-4.467646980E-1,-9.275531745E-1,1.157679713E0
1.639091021E1,4.130321109E-1,-6.001582146E-1,-1.185392581E0,1.391380961E0
1.640087921E1,3.210460897E-1,-8.707346106E-1,-1.327115639E0,1.619408927E0
1.641084921E1,2.193863070E-1,-1.207028448E0,-1.516904565E0,1.950909400E0
1.642081821E1,1.714983235E-1,-1.541230736E0,-1.604175428E0,2.231184139E0
1.643078821E1,2.622270106E-1,-1.836884671E0,-1.420605601E0,2.336884373E0
1.644075821E1,3.961960767E-1,-2.164473174E0,-1.117446765E0,2.467914651E0
1.645072721E1,3.850112303E-1,-2.359745618E0,-8.584706604E-1,2.540394636E0
1.646069721E1,1.931299150E-1,-2.289973717E0,-7.871469086E-1,2.429172502E0
1.647066621E1,-2.429246391E-1,-1.970919811E0,-7.991763854E-1,2.140612103E0
1.648063621E1,-7.901631948E-1,-1.498801001E0,-8.630583858E-1,1.901481552E0
1.649060621E1,-1.312987451E0,-1.077740663E0,-1.035606796E0,1.989457820E0
1.650057521E1,-1.714053089E0,-7.902447635E-1,-1.215212796E0,2.244817791E0
1.651054521E1,-1.987854224E0,-5.452335638E-1,-1.249655235E0,2.410494194E0
1.652051521E1,-2.152013927E0,-2.967549652E-1,-1.124388580E0,2.446114700E0
1.653048421E1,-2.205977149E0,-3.062946975E-2,-9.691128445E-1,2.409658285E0
1.654045421E1,-2.239030874E0,2.734924024E-1,-8.248813301E-1,2.401767382E0
1.655042321E1,-2.236619629E0,7.187812632E-1,-5.771657932E-1,2.419139149E0
1.656039321E1,-2.202072524E0,1.193481034E0,-2.149237669E-1,2.513903858E0
1.657036321E1,-2.086628753E0,1.671908990E0,6.642553926E-2,2.674642327E0
1.658033221E1,-2.004699175E0,2.166123843E0,9.019914865E-2,2.952803273E0
1.659030221E1,-1.915721802E0,2.551970494E0,1.478410006E-2,3.191044029E0
1.660027121E1,-1.783668576E0,2.811748252E0,-1.294737267E-1,3.332291294E0
1.661024121E1,-1.699195314E0,3.091797137E0,-3.867289960E-1,3.549089118E0
1.662021121E1,-1.665265968E0,3.405402024E0,-6.471920478E-1,3.845611945E0
1.663018021E1,-1.749928242E0,3.772740483E0,-8.934557211E-1,4.253713993E0
1.664015021E1,-2.006041258E0,4.113258349E0,-1.182629771E0,4.726701699E0
1.665011921E1,-2.407932376E0,4.339166111E0,-1.343895979E0,5.141260280E0
1.666008921E1,-2.741501850E0,4.382611508E0,-1.324677351E0,5.336467568E0
1.667005921E1,-2.887829883E0,3.985885527E0,-1.155831982E0,5.055966024E0
1.668002821E1,-2.941694141E0,3.460440111E0,-8.269021279E-1,4.616489717E0
1.668999821E1,-2.967149702E0,3.016190300E0,-6.241212738E-1,4.276787187E0
1.669996821E1,-2.978328994E0,2.654025457E0,-3.491945493E-1,4.004526383E0
1.670993721E1,-2.919981968E0,2.323219231E0,6.271489620E-2,3.731966700E0
1.671990721E1,-2.793844662E0,1.987449304E0,3.028232056E-1,3.441979754E0
1.672987621E1,-2.665505880E0,1.701337441E0,4.456969965E-1,3.193448997E0
1.673984621E1,-2.491498882E0,1.453814278E0,6.275588518E-1,2.952113268E0
1.674981621E1,-2.273441007E0,1.233768935E0,7.433062398E-1,2.691323831E0
1.675978521E1,-1.913155898E0,1.013679153E0,8.723478574E-1,2.334245424E0
1.676975521E1,-1.447423271E0,8.104357839E-1,1.234826696E0,2.068003205E0
1.677972421E1,-1.057128277E0,6.019439542E-1,1.658646920E0,2.056931288E0
1.678969421E1,-8.777975354E-1,3.472790015E-1,2.022848348E0,2.232273876E0
1.679966421E1,-9.002569100E-1,1.339526939E-1,2.297739989E0,2.471439841E0
1.680963321E1,-1.110341083E0,9.003367245E-2,2.458240796E0,2.698872208E0
1.681960321E1,-1.416737376E0,2.246330684E-1,2.630878669E0,2.996519210E0
1.682957321E1,-1.590450551E0,4.965473074E-1,2.963287032E0,3.399582653E0
1.683954221E1,-1.511489312E0,6.513003016E-1,3.493399111E0,3.861687374E0
1.684951221E1,-1.209621615E0,6.323798811E-1,4.102608815E0,4.323712277E0
1.685948121E1,-7.733998123E-1,2.965631765E-1,4.624751725E0,4.698342846E0
1.686945121E1,-3.024566217E-1,-3.384795266E-1,5.018302082E0,5.038789953E0
1.687942121E1,1.611841822E-1,-1.103270776E0,5.271588846E0,5.388212664E0
1.688939021E1,6.261365166E-1,-1.830791287E0,5.307144011E0,5.648860170E0
1.689936021E1,1.070086438E0,-2.351599277E0,5.130375080E0,5.744201651E0
1.690932921E1,1.464832332E0,-2.538560489E0,4.888177561E0,5.699500240E0
1.691929921E1,1.829308434E0,-2.487866884E0,4.642702092E0,5.575888601E0
1.692926921E1,2.209440747E0,-2.372138207E0,4.353235681E0,5.427644884E0
1.693923821E1,2.522542627E0,-2.359512314E0,3.887966300E0,5.200653960E0
1.694920821E1,2.744907853E0,-2.377464436E0,3.343112805E0,4.935915264E0
1.695917821E1,2.745330022E0,-2.439397559E0,2.604933404E0,4.502574310E0
1.696914721E1,2.558378165E0,-2.449422026E0,1.737987789E0,3.945322376E0
1.697911721E1,2.318360488E0,-2.451862069E0,8.264033604E-1,3.474099231E0
1.698908621E1,2.135390000E0,-2.469680874E0,8.079097867E-2,3.265844646E0
1.699905621E1,2.029754202E0,-2.465066836E0,-4.830829239E-1,3.229524073E0
1.700902621E1,1.998672743E0,-2.459641204E0,-8.914173818E-1,3.292286825E0
1.701899521E1,2.030087201E0,-2.465811186E0,-1.264572651E0,3.435203464E0
1.702896521E1,2.086868050E0,-2.418415995E0,-1.583932952E0,3.565473010E0
1.703893421E1,2.184223606E0,-2.272859502E0,-1.767009274E0,3.613730047E0
1.704890421E1,2.252052477E0,-2.028831219E0,-1.870840037E0,3.562013324E0
1.705887421E1,2.295222763E0,-1.816384333E0,-1.981529583E0,3.534651194E0
1.706884321E1,2.223128348E0,-1.656762947E0,-2.117948633E0,3.488963962E0
1.707881321E1,2.095224891E0,-1.541986197E0,-2.215177304E0,3.416825905E0
1.708878321E1,1.951226388E0,-1.584308344E0,-2.175257193E0,3.324012816E0
1.709875221E1,1.820127282E0,-1.600720893E0,-1.976232591E0,3.127405626E0
1.710872221E1,1.771290167E0,-1.675600922E0,-1.830410049E0,3.048853596E0
1.711869121E1,1.733100101E0,-1.775885348E0,-1.843851336E0,3.091470925E0
1.712866096E1,1.706658115E0,-1.807777816E0,-1.863676321E0,3.107093816E0
1.713863096E1,1.628263618E0,-1.733737448E0,-1.801386517E0,2.983635589E0
1.714859996E1,1.388282047E0,-1.540078250E0,-1.778359889E0,2.731617095E0
1.715856996E1,1.082604377E0,-1.408403631E0,-1.886648569E0,2.591346339E0
1.716853896E1,7.556707621E-1,-1.172763180E0,-2.137444127E0,2.552465313E0
1.717850896E1,4.293127693E-1,-6.886733651E-1,-2.286251672E0,2.426010545E0
1.718847896E1,2.271922668E-1,-1.651996297E-1,-2.261127356E0,2.278509198E0
1.719844796E1,2.389012248E-1,1.936808324E-1,-2.151067262E0,2.172941883E0
1.720841796E1,4.006960573E-1,3.104672706E-1,-2.194730176E0,2.252507003E0
1.721838696E1,5.491946138E-1,4.221327174E-1,-2.389883337E0,2.488242978E0
1.722835696E1,5.454984061E-1,6.834833765E-1,-2.387523108E0,2.542633405E0
1.723832696E1,4.342348092E-1,1.071489404E0,-1.957911218E0,2.273777858E0
1.724829596E1,2.583252732E-1,1.553404055E0,-1.383097174E0,2.095889763E0
1.725826596E1,1.030940133E-1,1.959527096E0,-9.568635124E-1,2.183108471E0
1.726823596E1,1.601391569E-2,1.885610104E0,-9.137557921E-1,2.095407253E0
1.727820496E1,-6.576959129E-2,1.655871246E0,-8.115353528E-1,1.845216750E0
1.728817496E1,-1.411194800E-1,1.410402794E0,-6.159568065E-1,1.545494593E0
1.729814396E1,-2.867562995E-1,1.207886235E0,-4.776853591E-1,1.330188571E0
1.730811396E1,-4.903787872E-1,1.237763752E0,-5.495441312E-1,1.440322607E0
1.731808396E1,-7.958672268E-1,1.508007442E0,-2.520506626E-1,1.723664881E0
1.732805296E1,-1.141986068E0,1.897498662E0,9.386710703E-2,2.216629059E0
1.733802296E1,-1.394149143E0,2.124292277E0,5.406282967E-1,2.597796849E0
1.734799196E1,-1.713326280E0,2.218104420E0,1.061028736E0,2.996874395E0
1.735796196E1,-1.570600424E0,2.127111220E0,1.806072768E0,3.202075370E0
1.736793196E1,-8.421127823E-1,2.237085067E0,2.366731287E0,3.363795552E0
1.737790096E1,2.770027784E-1,2.419087840E0,2.891107832E0,3.779844046E0
1.738787096E1,1.334204511E0,2.537527286E0,3.267179693E0,4.346677991E0
1.739784096E1,2.077036981E0,2.467715625E0,3.462507101E0,4.732088170E0
1.740780996E1,2.695978060E0,2.107510768E0,3.676872459E0,5.022876707E0
1.741777996E1,3.105393668E0,1.552121760E0,3.718597021E0,5.087289612E0
1.742774896E1,3.236303763E0,9.533727247E-1,3.640970555E0,4.963793729E0
1.743771896E1,3.004402898E0,4.176549196E-1,3.454005250E0,4.596849429E0
1.744768896E1,2.502290795E0,-2.152769387E-2,3.146980820E0,4.020623204E0
1.745765796E1,1.873466460E0,-3.560919249E-1,2.520817698E0,3.160885936E0
1.746762796E1,1.133362302E0,-6.276734573E-1,1.350278800E0,1.871292845E0
1.747759696E1,5.130836718E-1,-9.421717983E-1,4.489772844E-1,1.162980290E0
1.748756696E1,1.601797950E-1,-1.187121018E0,-2.460438180E-1,1.222886519E0
1.749753696E1,-4.161865376E-2,-1.435169846E0,-1.059576872E0,1.784418041E0
1.750750596E1,-1.992757407E-1,-1.667537026E0,-1.739090574E0,2.417607615E0
1.751747596E1,-3.910968661E-1,-1.889278647E0,-2.095319908E0,2.848279495E0
1.752744596E1,-5.749195853E-1,-2.129943026E0,-2.256486713E0,3.155775992E0
1.753741496E1,-7.610170175E-1,-2.395914155E0,-2.392059671E0,3.470086600E0
1.754738496E1,-9.310740754E-1,-2.661871251E0,-2.524135408E0,3.784668684E0
1.755735396E1,-1.070805792E0,-2.886927658E0,-2.582146220E0,4.018514084E0
1.756732396E1,-1.058324691E0,-2.932397946E0,-2.693214666E0,4.119758985E0
1.757729396E1,-9.530058850E-1,-2.807206135E0,-2.809319319E0,4.084225941E0
1.758726296E1,-8.249359285E-1,-2.509056024E0,-2.875321227E0,3.904273758E0
1.759723296E1,-8.031317344E-1,-2.157440727E0,-2.846036325E0,3.660531906E0
1.760720196E1,-8.424130368E-1,-1.823967587E0,-2.721526884E0,3.382783774E0
1.761717196E1,-9.627601370E-1,-1.427026429E0,-2.628339808E0,3.141891414E0
1.762714196E1,-1.206051451E0,-1.002097573E0,-2.648315943E0,3.077716196E0
1.763711096E1,-1.389249907E0,-6.294638747E-1,-2.446182668E0,2.882715685E0
1.764708096E1,-1.410611248E0,-3.397787780E-1,-2.141811120E0,2.587011516E0
1.765705096E1,-1.264762686E0,-1.971979326E-1,-1.948982227E0,2.331746855E0
1.766701996E1,-1.038878898E0,-1.373534346E-1,-1.822005846E0,2.101865988E0
1.767698996E1,-7.977843095E-1,-4.789103508E-2,-1.629711388E0,1.815134310E0
1.768695896E1,-7.008786238E-1,1.379568672E-1,-1.461265385E0,1.626517589E0
1.769692896E1,-8.069763518E-1,5.170417982E-1,-1.308560670E0,1.621996942E0
1.770689896E1,-1.062448074E0,9.543152958E-1,-1.024563160E0,1.757624324E0
1.771686796E1,-1.327584294E0,1.217835272E0,-5.947203040E-1,1.897180816E0
1.772683796E1,-1.485617576E0,1.244824850E0,-2.044706994E-1,1.948962995E0
1.773680696E1,-1.645186045E0,1.141841349E0,2.838180006E-2,2.002809106E0
1.774677696E1,-1.724406315E0,1.013447018E0,1.865881598E-1,2.008847216E0
1.775674696E1,-1.795670279E0,9.412865299E-1,3.882948804E-1,2.064273479E0
1.776671596E1,-1.870460114E0,7.854050231E-1,4.095296288E-1,2.069588511E0
1.777668596E1,-2.096159422E0,4.856171072E-1,2.114084208E-1,2.162036498E0
1.778665596E1,-2.473404965E0,4.571306419E-1,1.826676017E-1,2.521917524E0
1.779662496E1,-2.864715255E0,5.568625063E-1,4.212293226E-1,2.948579910E0
