"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.835403696E1,-2.484523154E0,-1.467661654E0,1.257200482E0,3.147608470E0
3.836400696E1,-2.437014234E0,-1.325783059E0,1.112937977E0,2.989208932E0
3.837397596E1,-2.285770739E0,-1.109079400E0,1.115730023E0,2.774825845E0
3.838394596E1,-2.039364978E0,-8.910449141E-1,1.122064312E0,2.492388186E0
3.839391596E1,-1.786520702E0,-7.646579325E-1,9.969806743E-1,2.184108156E0
3.840388496E1,-1.606471630E0,-8.418628138E-1,7.503959888E-1,1.962798572E0
3.841385496E1,-1.530973551E0,-1.109085247E0,4.362011182E-1,1.940160177E0
3.842382496E1,-1.451440308E0,-1.390832748E0,1.355671102E-1,2.014813426E0
3.843379396E1,-1.252915204E0,-1.636129292E0,-9.368233502E-2,2.062884376E0
3.844376396E1,-9.863716324E-1,-1.826935633E0,-1.462031955E-1,2.081345281E0
3.845373396E1,-7.728198416E-1,-1.918393688E0,7.241308808E-2,2.069475417E0
3.846370296E1,-4.873157233E-1,-1.855665343E0,3.189200056E-1,1.944911424E0
3.847367296E1,-1.597944270E-1,-1.771359018E0,3.537506998E-1,1.813390909E0
3.848364296E1,9.871031921E-2,-1.674958897E0,3.392016578E-1,1.711808634E0
3.849361196E1,2.420503890E-1,-1.558274785E0,1.945608383E-1,1.588918694E0
3.850358196E1,3.180763254E-1,-1.405276541E0,-1.060743392E-1,1.444723665E0
3.851355196E1,3.347131158E-1,-1.200124056E0,-3.463469553E-1,1.293169298E0
3.852352096E1,3.112495550E-1,-1.023562117E0,-5.638072443E-1,1.209311499E0
3.853349096E1,2.688427696E-1,-8.760836434E-1,-7.892267632E-1,1.209412200E0
3.854346096E1,3.177936126E-1,-6.868747616E-1,-1.035280522E0,1.282417824E0
3.855342996E1,3.974132112E-1,-4.659061432E-1,-1.170112052E0,1.320669531E0
3.856339996E1,5.016257603E-1,-2.807762790E-1,-1.236770310E0,1.363841825E0
3.857336996E1,6.425056507E-1,-2.218000925E-1,-1.190351020E0,1.370745907E0
3.858333896E1,6.787259357E-1,-3.210828906E-1,-1.155928461E0,1.378380835E0
3.859330896E1,5.871833527E-1,-4.507741338E-1,-1.114106251E0,1.337615172E0
3.860327896E1,5.253828879E-1,-4.371852046E-1,-1.021510913E0,1.229082027E0
3.861324796E1,6.231118982E-1,-4.619569337E-1,-8.394087374E-1,1.142925927E0
3.862321796E1,8.776119594E-1,-3.813805479E-1,-4.939897352E-1,1.076884271E0
3.863318796E1,1.180360905E0,-2.432096726E-1,-1.559019721E-1,1.215198847E0
3.864315696E1,1.498878330E0,-9.106687546E-2,2.464741731E-1,1.521735503E0
3.865312696E1,1.814378738E0,1.215402246E-1,6.095500124E-1,1.917887757E0
3.866309696E1,2.038452228E0,3.315850747E-1,7.088158536E-1,2.183496293E0
3.867306596E1,2.105762743E0,4.995328957E-1,6.863233691E-1,2.270420580E0
3.868303596E1,2.062400961E0,5.503142095E-1,5.150987685E-1,2.195830184E0
3.869300596E1,1.894336050E0,5.577366650E-1,3.341438162E-1,2.002805868E0
3.870297496E1,1.652178145E0,5.779896659E-1,2.328665328E-1,1.765783537E0
3.871294496E1,1.467069331E0,5.714939940E-1,2.364976537E-1,1.592114615E0
3.872291496E1,1.402262886E0,5.348945171E-1,1.181962019E-1,1.505464608E0
3.873288396E1,1.249509054E0,5.015677267E-1,-9.976753235E-2,1.350109856E0
3.874285396E1,1.033384050E0,6.213543713E-1,-2.703998101E-1,1.235750746E0
3.875282396E1,7.924477751E-1,8.258899748E-1,-3.078904027E-1,1.185269685E0
3.876279296E1,5.224062897E-1,1.002489921E0,-2.426816690E-1,1.156195816E0
3.877276296E1,3.748564805E-1,1.167170902E0,-8.561317742E-2,1.228875467E0
3.878273296E1,3.758707531E-1,1.408898891E0,1.743154389E-1,1.468557380E0
3.879270196E1,6.219632857E-1,1.693188177E0,3.413885164E-1,1.835829690E0
3.880267196E1,1.005033094E0,1.837293976E0,3.785750538E-1,2.128158769E0
3.881264196E1,1.253567899E0,2.026834395E0,4.102406502E-1,2.418219910E0
3.882261096E1,1.338277097E0,2.204564608E0,4.285424352E-1,2.614333436E0
3.883258096E1,1.351368574E0,2.080772036E0,5.267078304E-1,2.536381365E0
3.884255096E1,1.292663114E0,1.794233910E0,7.626342112E-1,2.339201614E0
3.885251996E1,1.134031662E0,1.268618925E0,1.098560843E0,2.025403099E0
3.886248996E1,9.436843999E-1,7.820884824E-1,1.706992868E0,2.101434580E0
3.887245996E1,9.014641408E-1,3.951899171E-1,2.432299039E0,2.623907636E0
3.888242896E1,1.061119587E0,-2.138560653E-2,3.207296603E0,3.378340365E0
3.889239896E1,1.286450155E0,-3.483449489E-1,3.919737146E0,4.140125300E0
3.890236896E1,1.581907915E0,-7.429080445E-1,4.416183296E0,4.749423115E0
3.891233796E1,1.794989663E0,-1.188018565E0,4.622379509E0,5.098996796E0
3.892230796E1,1.786052779E0,-1.536686280E0,4.578648768E0,5.149311973E0
3.893227796E1,1.498880669E0,-1.667188532E0,4.059844034E0,4.637725137E0
3.894224696E1,1.054727557E0,-1.689257678E0,3.074354308E0,3.663017354E0
3.895221696E1,5.927402541E-1,-1.737858565E0,1.920464771E0,2.657005521E0
3.896218696E1,1.651034430E-1,-1.777722543E0,8.356238347E-1,1.971249294E0
3.897215596E1,-1.916707241E-1,-1.798262642E0,-1.865893292E-1,1.818048892E0
3.898212596E1,-4.267434662E-1,-1.839807109E0,-1.014687797E0,2.143966304E0
3.899209596E1,-5.386343962E-1,-1.862321228E0,-1.573965204E0,2.497145137E0
3.900206496E1,-5.473486113E-1,-1.860532565E0,-1.910720387E0,2.722503319E0
3.901203496E1,-4.123459036E-1,-1.928250339E0,-2.152233782E0,2.918953368E0
3.902200496E1,-1.275809465E-1,-2.066149904E0,-2.294466133E0,3.090279463E0
3.903197396E1,1.944930837E-1,-2.202152631E0,-2.330965623E0,3.212585330E0
3.904194396E1,4.976272881E-1,-2.154448122E0,-2.231753576E0,3.141656196E0
3.905191396E1,6.727117089E-1,-1.902654153E0,-2.131990721E0,2.935646147E0
3.906188296E1,6.983623476E-1,-1.554971693E0,-2.263524422E0,2.833582493E0
3.907185296E1,5.110325416E-1,-1.282683232E0,-2.610287699E0,2.952970099E0
3.908182296E1,1.382477662E-1,-1.102400125E0,-2.888556692E0,3.094859972E0
3.909179196E1,-3.022656736E-1,-9.084006196E-1,-3.004718648E0,3.153552025E0
3.910176196E1,-6.929583509E-1,-7.429793805E-1,-3.001548287E0,3.168832870E0
3.911173196E1,-9.437054499E-1,-5.907512140E-1,-3.007044085E0,3.206537245E0
3.912170096E1,-1.195548171E0,-3.470550531E-1,-2.995392923E0,3.243788126E0
3.913167096E1,-1.465036985E0,1.977352917E-2,-2.755147789E0,3.120506962E0
3.914164096E1,-1.674130347E0,4.185115367E-1,-2.331166182E0,2.900379302E0
3.915160912E1,-1.752507302E0,7.273889494E-1,-1.936852763E0,2.711415710E0
3.916157912E1,-1.720841414E0,9.163785607E-1,-1.497432752E0,2.458322535E0
3.917154912E1,-1.611284473E0,1.174830170E0,-9.263737911E-1,2.198779658E0
3.918151812E1,-1.389376499E0,1.479235632E0,-4.228057319E-1,2.072985721E0
3.919148812E1,-1.135752205E0,1.867084955E0,-1.320067406E-1,2.189375500E0
3.920145812E1,-9.621689104E-1,2.259991534E0,7.901167095E-2,2.457554392E0
3.921142713E1,-8.691106195E-1,2.671912674E0,2.122001338E-1,2.817711750E0
3.922139713E1,-7.666507367E-1,3.033503321E0,1.138359332E-1,3.130951033E0
3.923136713E1,-7.541639346E-1,3.281694821E0,3.907928109E-2,3.367463634E0
3.924133612E1,-8.333127958E-1,3.263783045E0,4.141682249E-1,3.393851102E0
3.925130612E1,-8.957871522E-1,2.885274065E0,9.654320222E-1,3.171639961E0
3.926127612E1,-9.628691876E-1,2.592122154E0,1.403145815E0,3.100811589E0
3.927124512E1,-1.036246335E0,2.308369058E0,1.770538654E0,3.088232714E0
3.928121512E1,-1.056255069E0,1.972481017E0,2.109434502E0,3.075072365E0
3.929118512E1,-9.905874749E-1,1.678678311E0,2.262754344E0,2.986516639E0
3.930115412E1,-8.486585940E-1,1.403200779E0,2.065852280E0,2.637601084E0
3.931112412E1,-7.007622642E-1,1.134542854E0,1.559206247E0,2.051677206E0
3.932109412E1,-5.641974729E-1,1.047731583E0,1.176275602E0,1.673225791E0
3.933106312E1,-5.367719118E-1,1.180414846E0,1.067597498E0,1.679662975E0
3.934103312E1,-5.088005132E-1,1.272174032E0,1.175544700E0,1.805328245E0
3.935100312E1,-3.645327827E-1,1.312352589E0,1.216945326E0,1.826501956E0
3.936097213E1,-2.484434788E-1,1.214153865E0,1.144870207E0,1.687193397E0
3.937094213E1,-3.302744213E-1,1.044275293E0,1.013984377E0,1.492567050E0
3.938091213E1,-5.368014403E-1,8.109632027E-1,8.076887619E-1,1.264190745E0
3.939088213E1,-6.117498445E-1,3.236106420E-1,4.882144403E-1,8.469445434E-1
3.940085112E1,-6.045689886E-1,-2.250844735E-1,3.199152017E-1,7.200780641E-1
3.941082112E1,-6.252584110E-1,-6.407864231E-1,4.966139656E-1,1.023806989E0
3.942079012E1,-7.308902621E-1,-8.811596113E-1,9.107324892E-1,1.462900032E0
3.943076012E1,-9.024888653E-1,-1.083194361E0,1.386787060E0,1.977618397E0
3.944073012E1,-1.045555249E0,-1.304379911E0,1.614243164E0,2.323870419E0
3.945070012E1,-1.151868301E0,-1.438779332E0,1.406692151E0,2.318548977E0
3.946066912E1,-1.277836768E0,-1.426542864E0,1.039907423E0,2.179288599E0
3.947063912E1,-1.410804206E0,-1.267030821E0,7.386851853E-1,2.035040887E0
3.948060812E1,-1.392770516E0,-1.113898090E0,5.975363231E-1,1.880858400E0
3.949057812E1,-1.228293894E0,-1.049912594E0,5.717173576E-1,1.714025403E0
3.950054812E1,-1.048429009E0,-1.135008878E0,6.064778852E-1,1.659898781E0
3.951051812E1,-1.015512986E0,-1.279372539E0,5.521876574E-1,1.724230822E0
3.952048713E1,-1.067472660E0,-1.435296146E0,3.041224569E-1,1.814404413E0
3.953045713E1,-1.176236060E0,-1.511880637E0,-8.000979066E-2,1.917215663E0
3.954042713E1,-1.198178029E0,-1.559716124E0,-6.005318516E-1,2.056449241E0
3.955039612E1,-1.166292651E0,-1.689413799E0,-1.087061709E0,2.322942249E0
3.956036612E1,-1.159908514E0,-1.774527040E0,-1.458418375E0,2.573192207E0
3.957033612E1,-1.098327978E0,-1.780635626E0,-1.587735397E0,2.626383687E0
3.958030512E1,-8.433956614E-1,-1.748698134E0,-1.467212003E0,2.433510318E0
3.959027512E1,-5.173619333E-1,-1.558148485E0,-1.211600386E0,2.040457196E0
3.960024512E1,-1.342141741E-1,-1.352956824E0,-1.022369285E0,1.701100987E0
3.961021412E1,1.247597015E-1,-1.190242846E0,-8.550225574E-1,1.470818340E0
3.962018412E1,1.666237921E-1,-1.066498221E0,-7.032148057E-1,1.288290731E0
3.963015412E1,4.977847975E-2,-9.530195528E-1,-6.040968990E-1,1.129449967E0
3.964012313E1,-1.514925867E-1,-8.741949928E-1,-5.610906279E-1,1.049756916E0
3.965009313E1,-4.221972926E-1,-7.858979434E-1,-4.902855241E-1,1.017971525E0
3.966006313E1,-6.261335930E-1,-6.980663323E-1,-4.280389899E-1,1.030804180E0
3.967003212E1,-6.253439265E-1,-6.494139898E-1,-3.887334216E-1,9.817877722E-1
3.968000212E1,-3.728795734E-1,-5.912669384E-1,-4.316344428E-1,8.215497921E-1
3.968997212E1,9.076303951E-3,-5.134153551E-1,-4.354971135E-1,6.733018951E-1
3.969994112E1,3.122261131E-1,-3.400880957E-1,-3.153812706E-1,5.591157343E-1
3.970991112E1,4.765096668E-1,-1.438286412E-1,-1.070742130E-1,5.091296767E-1
3.971988112E1,5.088277028E-1,6.047190428E-3,9.946815491E-2,5.184940824E-1
3.972985012E1,4.474199151E-1,2.035649657E-2,2.307422394E-1,5.038263078E-1
3.973982012E1,3.732566823E-1,3.032658398E-2,3.514907509E-1,5.136010130E-1
3.974979012E1,3.599825160E-1,8.163297772E-2,4.843745738E-1,6.089910366E-1
3.975975912E1,3.784734219E-1,1.677349824E-1,6.401367974E-1,7.623334407E-1
3.976972912E1,4.109980839E-1,3.337608236E-1,8.281505084E-1,9.829287751E-1
3.977969912E1,5.149547808E-1,5.439389902E-1,9.851260293E-1,1.237546502E0
3.978966813E1,6.300309084E-1,7.603169596E-1,1.063398027E0,1.451149954E0
3.979963813E1,7.274893753E-1,8.772829074E-1,1.080875355E0,1.570718824E0
3.980960813E1,7.852643976E-1,9.258288306E-1,9.864241111E-1,1.564235188E0
3.981957712E1,7.614877915E-1,9.026890594E-1,7.999955803E-1,1.426430553E0
3.982954712E1,7.349955922E-1,8.759678686E-1,5.339729959E-1,1.262008474E0
3.983951712E1,7.923965389E-1,9.385336608E-1,4.563441914E-1,1.310338784E0
3.984948612E1,8.903267299E-1,1.067431437E0,6.757469255E-1,1.545550214E0
3.985945612E1,9.996293168E-1,1.176952125E0,9.927987456E-1,1.835789864E0
3.986942612E1,1.164466711E0,1.141485254E0,1.230236632E0,2.042658434E0
3.987939512E1,1.236307211E0,9.616494584E-1,1.283924012E0,2.025261975E0
3.988936512E1,1.227743233E0,7.720400423E-1,1.297426987E0,1.945948627E0
3.989933512E1,1.190087310E0,6.933277488E-1,1.270739125E0,1.873976813E0
3.990930412E1,1.163102995E0,7.888273984E-1,1.210277161E0,1.854677343E0
3.991927412E1,1.089924871E0,7.313112617E-1,9.970549339E-1,1.648293338E0
3.992924412E1,1.001694700E0,7.339360768E-1,7.715471220E-1,1.461964226E0
3.993921313E1,9.986588252E-1,7.456878108E-1,5.432735771E-1,1.359601390E0
3.994918313E1,1.193444489E0,6.120567137E-1,3.378228843E-1,1.383129593E0
3.995915313E1,1.458121191E0,4.725286996E-1,4.213234627E-1,1.589627075E0
3.996912212E1,1.662389869E0,3.407429838E-1,7.363726115E-1,1.849835257E0
3.997909212E1,1.767451032E0,1.591331434E-1,1.120151687E0,2.098558150E0
3.998906212E1,1.838247364E0,-6.605424106E-2,1.437639710E0,2.334592999E0
3.999903112E1,1.901103325E0,-4.518365729E-1,1.606669266E0,2.529770003E0
4.000900112E1,1.855141286E0,-8.202526742E-1,1.634458743E0,2.604960465E0
4.001897112E1,1.663573784E0,-9.389663547E-1,1.586376504E0,2.483087989E0
4.002894012E1,1.322545602E0,-1.027986120E0,1.281178159E0,2.108862207E0
4.003891012E1,9.027828341E-1,-1.044313885E0,8.048119318E-1,1.597914448E0
4.004888012E1,5.026898440E-1,-9.703208792E-1,2.693297696E-1,1.125503537E0
4.005884913E1,1.779202656E-1,-8.433404052E-1,-2.546170056E-1,8.987260314E-1
4.006881913E1,3.805404492E-3,-7.896886933E-1,-7.835093558E-1,1.112434099E0
4.007878913E1,-6.280898156E-2,-8.515101349E-1,-1.175016696E0,1.452473310E0
4.008875812E1,-5.985922571E-3,-9.622751105E-1,-1.265453827E0,1.589774389E0
4.009872812E1,1.943189463E-1,-1.121140451E0,-1.226196790E0,1.672804332E0
4.010869812E1,4.166782519E-1,-1.248864107E0,-1.198660498E0,1.780468846E0
4.011866712E1,6.847424282E-1,-1.316293028E0,-1.112325189E0,1.854391236E0
4.012863712E1,9.225657919E-1,-1.342891427E0,-9.541860723E-1,1.888109130E0
4.013860712E1,1.106254829E0,-1.359888114E0,-8.326645589E-1,1.940728136E0
4.014857671E1,1.242556715E0,-1.271793963E0,-8.520556802E-1,1.971650566E0
4.015854671E1,1.273146278E0,-1.146637235E0,-1.032677926E0,2.000525454E0
4.016851671E1,1.217409229E0,-1.025731434E0,-1.321947870E0,2.069240531E0
4.017848571E1,9.943728161E-1,-8.414517546E-1,-1.563623818E0,2.035125991E0
4.018845571E1,7.591803340E-1,-6.576375139E-1,-1.729342681E0,1.999866992E0
4.019842571E1,5.478944854E-1,-5.185766923E-1,-1.838577440E0,1.987329151E0
4.020839471E1,3.250224887E-1,-4.302053833E-1,-1.970094768E0,2.042544904E0
4.021836471E1,1.283424002E-1,-4.236676115E-1,-2.104873674E0,2.150920547E0
4.022833471E1,-6.847037452E-2,-3.965312684E-1,-2.158673905E0,2.195859346E0
4.023830371E1,-2.634802516E-1,-3.176839042E-1,-2.095666648E0,2.135922191E0
4.024827371E1,-4.368557871E-1,-2.267766577E-1,-2.041044298E0,2.099555300E0
4.025824371E1,-4.586451439E-1,-1.337369317E-1,-1.978805366E0,2.035659994E0
4.026821271E1,-2.691964531E-1,-8.756205440E-2,-1.812089553E0,1.834067172E0
4.027818271E1,2.067823048E-2,1.226161122E-3,-1.531987458E0,1.532127496E0
4.028815271E1,2.782848169E-1,1.761485410E-1,-1.284063760E0,1.325628337E0
4.029812171E1,4.109917250E-1,3.579916853E-1,-1.231816549E0,1.347013087E0
4.030809171E1,3.346759859E-1,5.813161469E-1,-1.188668191E0,1.364869425E0
4.031806171E1,6.722394001E-2,7.662226474E-1,-1.219255561E0,1.441596450E0
4.032803071E1,-2.547931164E-1,9.393961251E-1,-1.287548116E0,1.614052280E0
4.033800071E1,-4.968036347E-1,1.016999202E0,-1.103263174E0,1.580598260E0
4.034797071E1,-6.237760688E-1,9.597543758E-1,-7.371900523E-1,1.361497051E0
4.035793971E1,-6.571925408E-1,9.341464949E-1,-3.633284390E-1,1.198557159E0
4.036790971E1,-7.294928507E-1,1.096275167E0,9.509443760E-2,1.320235590E0
4.037787971E1,-7.798467330E-1,1.355537201E0,4.385838586E-1,1.624191439E0
4.038784871E1,-7.093317973E-1,1.524059218E0,3.972516453E-1,1.727343906E0
4.039781871E1,-6.103086520E-1,1.551676787E0,1.401226759E-1,1.673263837E0
4.040778871E1,-6.044695859E-1,1.578268170E0,2.118452078E-1,1.703288668E0
4.041775771E1,-7.382521990E-1,1.639184462E0,3.395220852E-1,1.829540177E0
4.042772771E1,-8.601309042E-1,1.852196190E0,3.886445439E-1,2.078821897E0
4.043769771E1,-8.306223457E-1,1.921520779E0,5.019629985E-1,2.152705840E0
4.044766771E1,-6.881919200E-1,1.900160315E0,6.605418259E-1,2.126154474E0
4.045763671E1,-5.847393262E-1,1.680972759E0,7.694859785E-1,1.938994112E0
4.046760671E1,-6.073713398E-1,1.204295459E0,9.508116442E-1,1.650233402E0
4.047757571E1,-7.318137567E-1,4.812714565E-1,1.252053178E0,1.528008753E0
4.048754571E1,-9.273893794E-1,-2.327887648E-1,1.600989865E0,1.864781547E0
4.049751571E1,-1.200525175E0,-6.648705196E-1,1.871029487E0,2.320358775E0
4.050748571E1,-1.397760822E0,-9.290734506E-1,1.943228567E0,2.567693528E0
4.051745471E1,-1.399747998E0,-1.071287091E0,1.792783216E0,2.514164304E0
4.052742471E1,-1.281863891E0,-1.234431424E0,1.480661184E0,2.315027757E0
4.053739471E1,-1.188585964E0,-1.228521059E0,1.220710933E0,2.100508454E0
4.054736371E1,-1.164509250E0,-1.047185453E0,1.004871492E0,1.860764864E0
4.055733371E1,-1.093132581E0,-8.567597651E-1,8.799106461E-1,1.644146855E0
4.056730371E1,-9.426431570E-1,-8.138207370E-1,9.836753350E-1,1.586977466E0
4.057727271E1,-8.196740922E-1,-9.806844842E-1,1.179191608E0,1.738994113E0
4.058724271E1,-6.787219157E-1,-1.272581583E0,1.199650431E0,1.875976674E0
4.059721271E1,-5.949177937E-1,-1.447080039E0,1.011463058E0,1.863068796E0
4.060718171E1,-4.781199534E-1,-1.557821041E0,6.185412759E-1,1.742985484E0
4.061715171E1,-2.890637570E-1,-1.634519554E0,2.410584819E-1,1.677295805E0
4.062712171E1,2.085745677E-2,-1.596301568E0,-2.596163750E-4,1.596437846E0
4.063709071E1,4.899597611E-1,-1.504365796E0,-1.699083924E-1,1.591240358E0
4.064706071E1,1.059592513E0,-1.374349447E0,-1.214267886E-1,1.739631330E0
4.065703071E1,1.504156904E0,-1.235910185E0,-2.184402823E-2,1.946905015E0
4.066699971E1,1.677598915E0,-1.005798860E0,-2.067458510E-2,1.956117815E0
4.067696971E1,1.659275203E0,-6.902871966E-1,-1.864297003E-1,1.806777974E0
4.068693971E1,1.503422932E0,-4.170959258E-1,-5.723324847E-1,1.661870632E0
4.069690871E1,1.478371268E0,-2.352983898E-1,-9.517197168E-1,1.773898914E0
4.070687871E1,1.835151848E0,-1.225512081E-1,-7.348312855E-1,1.980600445E0
4.071684871E1,1.555228094E0,2.506017226E-1,-1.043669522E0,1.889651216E0
4.072681771E1,1.378367216E0,4.208942771E-1,-1.367614040E0,1.986810594E0
4.073678771E1,1.294077117E0,4.669726753E-1,-1.122047355E0,1.775299786E0
4.074675771E1,1.123398646E0,3.990332919E-1,-1.349970067E0,1.801019508E0
4.075672671E1,8.794340980E-1,2.731719750E-1,-1.798673117E0,2.020705877E0
4.076669671E1,6.402575424E-1,3.409300947E-1,-1.883039083E0,2.017919532E0
4.077666671E1,5.088977232E-1,3.693300211E-1,-1.612363284E0,1.730634831E0
4.078663571E1,5.493136047E-1,2.892512333E-1,-1.190366807E0,1.342529272E0
4.079660571E1,9.103484003E-1,1.562528050E-1,-8.797773296E-1,1.275600760E0
4.080657571E1,1.604979420E0,6.648693502E-2,-5.982490987E-1,1.714141603E0
4.081654471E1,2.318144141E0,8.026823759E-2,-1.563650715E-1,2.324797901E0
4.082651471E1,2.809020818E0,1.383971626E-1,2.478166938E-1,2.823325140E0
4.083648471E1,3.032606650E0,1.252058440E-1,3.726851535E-1,3.057985255E0
4.084645371E1,2.979641401E0,1.842264694E-1,2.985284257E-1,3.000220241E0
4.085642371E1,2.676699790E0,3.590827757E-1,1.111123002E-1,2.702962846E0
4.086639371E1,2.389761715E0,6.544461036E-1,1.174705625E-2,2.477781013E0
4.087636271E1,2.289693197E0,8.898859960E-1,6.693892479E-2,2.457452511E0
4.088633271E1,2.311753865E0,1.002051964E0,2.303580773E-1,2.530094645E0
4.089630271E1,2.363851971E0,9.182976168E-1,2.984015411E-1,2.553450633E0
4.090627171E1,2.316221284E0,8.011954290E-1,2.233653921E-1,2.461033776E0
4.091624171E1,2.148998225E0,7.068231225E-1,3.772980219E-1,2.293500838E0
4.092621171E1,1.957003291E0,5.486518461E-1,5.025588298E-1,2.093668099E0
4.093618071E1,1.637311015E0,3.414972746E-1,5.042100835E-1,1.746893115E0
4.094615071E1,1.300437133E0,2.045882285E-1,4.127350724E-1,1.379617092E0
4.095612071E1,1.035110514E0,8.053136230E-2,3.422550738E-1,1.093196054E0
4.096608971E1,8.561808177E-1,-1.026157111E-1,2.983354676E-1,9.124580144E-1
4.097605971E1,7.279474316E-1,-1.854140389E-1,2.852330267E-1,8.035195757E-1
4.098602971E1,5.661713467E-1,-8.394262791E-2,3.687254190E-1,6.808485832E-1
4.099599871E1,4.647334841E-1,1.692546737E-1,5.605994618E-1,7.475935476E-1
4.100596871E1,4.285904554E-1,4.771070695E-1,8.134459305E-1,1.035864478E0
4.101593871E1,3.606044405E-1,7.747934961E-1,8.542279208E-1,1.208323576E0
4.102590771E1,2.590863249E-1,9.650759268E-1,7.239069325E-1,1.233911875E0
4.103587771E1,2.207250453E-1,1.106209002E0,6.929745770E-1,1.323869958E0
4.104584771E1,2.967415531E-1,1.400201742E0,9.673434770E-1,1.727534043E0
4.105581671E1,4.717605217E-1,1.575011271E0,1.304723727E0,2.098933657E0
4.106578671E1,8.292560707E-1,1.539441488E0,1.932412387E0,2.606101180E0
4.107575671E1,1.342761619E0,1.175422493E0,2.673293787E0,3.214206974E0
4.108572571E1,1.713431968E0,3.354839981E-1,3.155451681E0,3.606282564E0
4.109569571E1,1.768047886E0,-4.550700831E-1,3.611533917E0,4.046759116E0
4.110566571E1,1.528415101E0,-8.255075669E-1,3.992097609E0,4.353660389E0
4.111563571E1,1.182189037E0,-9.186168748E-1,4.028161481E0,4.297384414E0
4.112560471E1,8.298228121E-1,-9.633211774E-1,3.522259798E0,3.744717302E0
4.113557471E1,3.722467950E-1,-9.448112315E-1,2.527501066E0,2.723875470E0
4.114554371E1,-5.008071684E-2,-8.332919651E-1,1.230774575E0,1.487175051E0
4.115551396E1,-2.973137580E-1,-6.343819678E-1,-8.541671097E-2,7.057846458E-1
4.116548396E1,-3.166777445E-1,-4.798289484E-1,-1.042033471E0,1.190106873E0
4.117545396E1,-5.205823604E-2,-6.121286345E-1,-1.482089658E0,1.604369434E0
4.118542296E1,3.500252925E-1,-8.958074713E-1,-1.734229783E0,1.983063709E0
4.119539296E1,7.324055681E-1,-1.231247615E0,-2.166230847E0,2.597103134E0
4.120536296E1,9.148707830E-1,-1.543314684E0,-2.463406227E0,3.047487326E0
4.121533196E1,9.583478281E-1,-1.784022918E0,-2.447564950E0,3.176750307E0
4.122530196E1,8.487819703E-1,-1.939239011E0,-2.354079081E0,3.165875408E0
4.123527196E1,5.524107286E-1,-2.134143081E0,-2.229238688E0,3.135160193E0
4.124524096E1,2.097513199E-1,-2.262539751E0,-2.115286980E0,3.104435657E0
4.125521096E1,-1.414450237E-1,-2.223427725E0,-1.903879144E0,2.930596073E0
4.126518096E1,-4.759203771E-1,-2.038289090E0,-1.724261450E0,2.711862860E0
4.127514996E1,-8.003456824E-1,-1.772714987E0,-1.829286214E0,2.670086083E0
4.128511996E1,-1.078950890E0,-1.433069526E0,-2.216980001E0,2.851810585E0
4.129508996E1,-1.342202333E0,-9.547421426E-1,-2.629434407E0,3.102735077E0
4.130505896E1,-1.467548364E0,-3.364511275E-1,-2.806499206E0,3.184860336E0
4.131502896E1,-1.482687390E0,2.432149351E-1,-2.654168714E0,3.049938846E0
4.132499896E1,-1.413040035E0,5.596352559E-1,-2.277225033E0,2.737814386E0
4.133496796E1,-1.368307227E0,5.752332884E-1,-1.767089381E0,2.307761445E0
4.134493796E1,-1.361586145E0,4.857223570E-1,-1.318465269E0,1.956577037E0
4.135490796E1,-1.393327317E0,5.086720937E-1,-1.030239637E0,1.805962907E0
4.136487696E1,-1.472512796E0,6.529141331E-1,-8.725729752E-1,1.831931876E0
4.137484696E1,-1.403504249E0,8.093680823E-1,-7.973263264E-1,1.805721502E0
4.138481696E1,-1.294746769E0,1.035361213E0,-6.634239185E-1,1.785629674E0
4.139478596E1,-1.210476259E0,1.323262324E0,-4.819690293E-1,1.857032605E0
4.140475596E1,-1.163353109E0,1.663118286E0,-2.210370308E-1,2.041619518E0
4.141472596E1,-1.267966960E0,1.891712843E0,1.015936178E-1,2.279613773E0
4.142469496E1,-1.536001279E0,1.927725844E0,3.500289470E-1,2.489567658E0
4.143466496E1,-1.874761764E0,1.911165944E0,6.266613042E-1,2.749543840E0
4.144463496E1,-2.131137174E0,1.906012208E0,9.307241195E-1,3.006804879E0
4.145460396E1,-2.242883166E0,1.948814412E0,1.086346010E0,3.163629271E0
4.146457396E1,-2.126218642E0,1.938081847E0,9.578610474E-1,3.032237581E0
4.147454396E1,-1.823579039E0,1.932753865E0,7.759904212E-1,2.768237553E0
4.148451296E1,-1.575282289E0,2.060465825E0,7.961387569E-1,2.713092447E0
4.149448296E1,-1.543412479E0,2.368117077E0,1.079464422E0,3.025779901E0
4.150445296E1,-1.682441871E0,2.661757815E0,1.576526869E0,3.521505684E0
4.151442196E1,-1.765222365E0,2.804719314E0,2.148149502E0,3.949304586E0
4.152439196E1,-1.647351269E0,2.590637546E0,2.452270204E0,3.929223620E0
4.153436196E1,-1.298354940E0,2.212626749E0,2.423633466E0,3.529226807E0
4.154433096E1,-7.669865131E-1,1.924294113E0,2.066134701E0,2.925762934E0
4.155430096E1,-2.775636725E-1,1.515704716E0,1.303941370E0,2.018580064E0
4.156427096E1,-5.578086589E-2,1.387727292E0,6.220057511E-1,1.521771894E0
