"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.885377085E-1,4.168574325E-1,1.045435381E-1,3.853262490E-1,5.772138153E-1
6.985067083E-1,3.655942351E-1,5.195251107E-2,4.124532366E-1,5.536026377E-1
7.084767083E-1,1.930971341E-1,-2.728427768E-2,6.484679103E-1,6.771569727E-1
7.184457080E-1,3.178992279E-2,-1.411307359E-1,8.167414212E-1,8.294546600E-1
7.284147087E-1,2.994212955E-3,-2.119966507E-1,8.993766117E-1,9.240291310E-1
7.383837085E-1,9.280262142E-3,-1.360851735E-1,1.124328938E0,1.132572673E0
7.483537085E-1,1.208191167E-1,-1.395958418E-1,1.271722627E0,1.285053578E0
7.583230417E-1,4.136667896E-1,-7.487710476E-2,1.314928873E0,1.380494380E0
7.682920415E-1,9.027389800E-1,1.250544012E-1,1.154725689E0,1.471043060E0
7.782610422E-1,1.089164368E0,1.235879195E-1,1.071467770E0,1.532839253E0
7.882310422E-1,1.253289572E0,1.383006835E-1,9.184408736E-1,1.559934443E0
7.982000420E-1,1.383399037E0,1.519603640E-1,8.680144858E-1,1.640223764E0
8.081690418E-1,1.216523741E0,1.739675295E-1,7.926128858E-1,1.462337137E0
8.181380415E-1,7.163839048E-1,4.109072328E-2,5.474824029E-1,9.025692927E-1
8.281080415E-1,1.110392648E-1,-7.676984847E-2,2.268134952E-1,2.639463763E-1
8.380770423E-1,-3.885549719E-1,-2.379284674E-1,-3.995577872E-2,4.573635163E-1
8.480460420E-1,-5.210874867E-1,-2.766890752E-1,-2.994955552E-1,6.616544421E-1
8.580150418E-1,-4.030170731E-1,-1.980130345E-1,-4.865427214E-1,6.620843924E-1
8.679850418E-1,-2.091469371E-1,-2.236571681E-1,-6.519329703E-1,7.202649290E-1
8.779540416E-1,3.360314436E-2,-1.270541489E-1,-6.996222764E-1,7.118590154E-1
8.879230423E-1,9.850804210E-2,1.169051367E-1,-6.159386802E-1,6.346267431E-1
8.978920421E-1,-9.292102754E-2,2.793238306E-1,-4.033421052E-1,4.993405386E-1
9.078620421E-1,-1.899158833E-1,1.762859505E-1,-2.305972284E-1,3.468715336E-1
9.178310419E-1,-1.417016434E-1,3.202227652E-2,-5.762314081E-2,1.562856625E-1
9.278000416E-1,-2.985325187E-2,-5.387566030E-2,-3.020320773E-2,6.860056252E-2
9.377690414E-1,1.749880148E-1,-2.125322556E-1,-3.326656401E-2,2.773038574E-1
9.477390414E-1,3.117106810E-1,-2.408357030E-1,-7.329250932E-2,4.006709079E-1
9.577080421E-1,4.421690789E-1,-2.164908206E-1,-1.115601969E-1,5.048043653E-1
9.676770419E-1,5.152788627E-1,-1.903724778E-1,-2.049466628E-1,5.863080430E-1
9.776470419E-1,5.338680384E-1,-1.833347690E-1,-3.643961406E-1,6.718714663E-1
9.876160417E-1,3.375837332E-1,-1.290784550E-1,-4.878548366E-1,6.071460829E-1
9.975850414E-1,1.891910478E-1,-2.216930884E-1,-5.407048953E-1,6.142498366E-1
1.007554042E0,-7.528714076E-2,-2.673849857E-1,-4.746980166E-1,5.500009919E-1
1.017524042E0,-2.849389118E-1,-4.577358288E-1,-5.505480981E-1,7.705942387E-1
1.027493042E0,-5.136260010E-1,-4.819737071E-1,-3.913237381E-1,8.057571540E-1
1.037462042E0,-5.011500894E-1,-3.570689946E-1,-5.381414759E-1,8.174631044E-1
1.047431041E0,-3.455014479E-1,-1.909472591E-1,-6.527439791E-1,7.628281645E-1
1.057401042E0,-2.261306866E-1,-4.470196366E-3,-7.097636873E-1,7.449292327E-1
1.067370042E0,9.289573833E-2,1.353858465E-1,-6.407314593E-1,6.614346139E-1
1.077339042E0,2.315693280E-1,3.071191549E-1,-4.902475172E-1,6.231285238E-1
1.087308042E0,1.890257178E-1,2.817860931E-1,-3.882609665E-1,5.156362113E-1
1.097278042E0,1.667567432E-2,1.745048887E-1,-1.844048095E-1,2.544310674E-1
1.107247042E0,4.753464729E-2,-2.983424842E-2,-2.354241049E-1,2.420209376E-1
1.117216042E0,7.291565627E-2,-5.523279905E-2,-1.573614371E-1,1.820164193E-1
1.127185042E0,-1.658928171E-2,4.356117189E-2,-5.530647397E-2,7.232970363E-2
1.137155042E0,-6.109974906E-2,7.048233747E-3,4.359625518E-2,7.538892757E-2
1.147124042E0,-1.321431269E-1,6.027309895E-3,1.793189013E-1,2.228304351E-1
1.157093042E0,-2.534000538E-1,2.744449139E-2,3.110747963E-1,4.021595657E-1
1.167062042E0,-3.794114980E-1,-5.322954297E-2,3.821424401E-1,5.411278163E-1
1.177032042E0,-4.307516594E-1,-7.190730393E-2,4.126438558E-1,6.008266008E-1
1.187001042E0,-3.627956115E-1,-3.259062588E-2,4.332839423E-1,5.660545727E-1
1.196970042E0,-2.837487110E-1,-1.338310719E-2,3.709087694E-1,4.671892055E-1
1.206939042E0,-6.434261486E-2,4.715136230E-2,3.477777690E-1,3.568089119E-1
1.216909042E0,8.857566923E-2,1.507295251E-1,4.653494883E-1,4.971068146E-1
1.226878041E0,1.010666375E-1,1.812987685E-1,5.589552248E-1,5.962504943E-1
1.236847042E0,-6.588437945E-2,4.731683850E-2,6.756384596E-1,6.804902371E-1
1.246816042E0,-1.998417512E-1,-7.427016377E-2,5.934198833E-1,6.305552637E-1
1.256786042E0,-2.917843933E-1,-1.112982416E-1,2.693093044E-1,4.123747473E-1
1.266755042E0,-3.295910279E-1,-1.346795028E-1,-2.841220558E-2,3.571779215E-1
1.276724041E0,-3.230512096E-1,-6.016317129E-2,-3.903525156E-1,5.102516807E-1
1.286693042E0,-3.107496911E-1,-2.467934310E-2,-6.004213393E-1,6.765206761E-1
1.296663042E0,-2.406882070E-1,4.206077635E-2,-6.588899875E-1,7.027346138E-1
1.306632042E0,-1.477541694E-1,1.456582350E-1,-6.785892570E-1,7.095991796E-1
1.316601042E0,-1.891060439E-1,2.983728898E-1,-7.752010471E-1,8.518944422E-1
1.326570041E0,-3.686879238E-1,3.399992180E-1,-9.796407562E-1,1.100557252E0
1.336540041E0,-7.070506523E-1,1.734412801E-1,-1.370070455E0,1.551481729E0
1.346509042E0,-9.126549806E-1,9.983594477E-2,-1.810505542E0,2.029984396E0
1.356478042E0,-8.547068077E-1,-9.509677649E-2,-2.142541145E0,2.308690036E0
1.366447042E0,-5.670819043E-1,-2.571652222E-1,-2.107212560E0,2.197284827E0
1.376417042E0,-3.049990276E-1,-2.650987244E-1,-1.865148357E0,1.908423468E0
1.386386042E0,-9.351731563E-2,-1.580847377E-1,-1.567029821E0,1.577757501E0
1.396355042E0,4.956122828E-2,-5.760209084E-2,-1.289582947E0,1.291819838E0
1.406324042E0,2.180397481E-1,-9.950265348E-2,-1.126602920E0,1.151814330E0
1.416294042E0,4.389197446E-1,-2.467372978E-1,-1.076237344E0,1.188198913E0
1.426263042E0,5.973940530E-1,-4.038835573E-1,-6.909274668E-1,9.986903157E-1
1.436232042E0,6.065130416E-1,-5.358604771E-1,-3.191334289E-1,8.699716467E-1
1.446201042E0,6.709228995E-1,-4.933605748E-1,-8.989392400E-2,8.376294595E-1
1.456171042E0,6.843731035E-1,-4.457502061E-1,1.342918324E-1,8.277041061E-1
1.466140042E0,6.466091535E-1,-4.712832427E-1,5.055298001E-1,9.464521494E-1
1.476109042E0,6.250245224E-1,-4.279179525E-1,8.421966898E-1,1.132724455E0
1.486078042E0,6.806324203E-1,-3.414522511E-1,1.120766814E0,1.354979108E0
1.496048042E0,7.449794206E-1,-1.538495994E-1,1.281506188E0,1.490275862E0
1.506017041E0,6.886280492E-1,3.469913185E-2,1.056614673E0,1.261684266E0
1.515986042E0,4.951812516E-1,5.111460507E-2,6.729139495E-1,8.370366529E-1
1.525955042E0,2.641365650E-1,-2.057284355E-2,3.865255129E-1,4.686078734E-1
1.535925042E0,1.325088702E-1,-8.115935326E-3,1.915828514E-1,2.330846585E-1
1.545894042E0,2.622403130E-2,-6.379604638E-2,3.660836470E-1,3.725249951E-1
1.555863041E0,6.929652214E-2,-6.018948376E-2,4.890880144E-1,4.976262330E-1
1.565832042E0,2.681107713E-1,1.813864768E-2,5.638937831E-1,6.246507783E-1
1.575802042E0,3.801207653E-1,3.731517613E-2,6.084226692E-1,7.183748067E-1
1.585771042E0,2.552678007E-1,-2.537106872E-3,5.726739621E-1,6.269956570E-1
1.595740042E0,-6.668749452E-4,6.580982745E-2,8.927470386E-2,1.109114550E-1
1.605709041E0,-2.547982693E-1,1.034442616E-1,-4.496046907E-1,5.270362902E-1
1.615679041E0,-4.794930258E-1,1.062620348E-1,-6.322611827E-1,8.005993911E-1
1.625648042E0,-6.756255957E-1,1.119455284E-1,-4.088361490E-1,7.975893327E-1
1.635617042E0,-8.325470299E-1,2.094583744E-1,1.537156981E-1,8.721444166E-1
1.645586042E0,-7.039337209E-1,2.373262042E-1,4.090010405E-1,8.480143051E-1
1.655556042E0,-3.591880256E-1,2.556502086E-1,4.812679482E-1,6.526805534E-1
1.665525042E0,-6.310549021E-2,1.164209872E-1,4.152207237E-1,4.358261105E-1
1.675494042E0,1.436310053E-1,8.862156987E-2,2.014295626E-1,2.627879697E-1
1.685463042E0,2.503374285E-1,1.349081290E-1,-7.932040393E-2,2.952300083E-1
1.695433042E0,2.491995603E-1,1.781061888E-1,1.751942754E-2,3.068047680E-1
1.705402042E0,1.632101145E-1,7.100098550E-2,3.393957853E-2,1.811920981E-1
1.715371042E0,3.501341969E-2,-3.315839052E-2,-1.245895475E-1,1.335963090E-1
1.725340042E0,4.434791476E-2,-1.186709958E-1,-2.964234281E-1,3.223606544E-1
1.735310042E0,2.713985145E-3,-6.119462013E-2,-3.048714852E-1,3.109642580E-1
1.745279042E0,-8.915366650E-2,-7.166347504E-3,-2.054144400E-1,2.240420161E-1
1.755247833E0,-4.946744442E-2,-2.210890710E-2,9.733041286E-2,1.113958756E-1
1.765216834E0,5.462878168E-2,-5.947203040E-3,4.522534794E-1,4.555797215E-1
1.775186834E0,2.245523769E-1,-6.817268729E-2,8.329651058E-1,8.653913292E-1
1.785155834E0,2.901139900E-1,6.130805612E-2,7.207336485E-1,7.793470325E-1
1.795124833E0,2.537317371E-1,2.408146530E-1,2.255668688E-1,4.162353947E-1
1.805093833E0,2.309539086E-1,2.301984483E-1,-2.037333655E-1,3.844974873E-1
1.815063833E0,1.714409477E-1,8.711357296E-2,-2.367116618E-1,3.049806288E-1
1.825032834E0,8.890720636E-2,6.041577101E-2,-9.478804350E-2,1.433154909E-1
1.835001834E0,1.697300524E-2,2.440452397E-2,-1.532204390E-2,3.344291743E-2
1.844970834E0,-7.749899626E-3,1.163537443E-2,4.213328183E-2,4.439207497E-2
1.854940834E0,2.428056300E-2,-1.208210170E-2,1.151638359E-1,1.183141243E-1
1.864909833E0,1.767584056E-2,-4.215491652E-2,1.528351074E-1,1.595244257E-1
1.874878833E0,3.533384711E-2,-1.878184140E-2,1.730986333E-1,1.776636574E-1
1.884847834E0,1.368491122E-1,4.660055459E-2,1.396040279E-1,2.009690916E-1
1.894817834E0,1.793574929E-1,1.025876445E-1,1.387567663E-1,2.488910912E-1
1.904786834E0,1.675510874E-1,1.232218838E-1,2.157002771E-1,2.996391314E-1
1.914755833E0,2.024332371E-1,1.190972579E-1,2.698694676E-1,3.577609563E-1
1.924724833E0,2.019508418E-1,7.705636203E-2,2.505251241E-1,3.308846676E-1
1.934694833E0,1.751030588E-1,7.683767617E-2,2.371507877E-1,3.046401251E-1
1.944663834E0,1.298763075E-1,4.047851980E-2,2.220129311E-1,2.603768565E-1
1.954632834E0,1.433284119E-1,3.780458808E-2,1.975961280E-1,2.470150812E-1
1.964601833E0,1.264220649E-1,7.159272373E-2,1.995315564E-1,2.468215926E-1
1.974571833E0,1.649417675E-1,1.236908305E-1,1.360003889E-1,2.469844407E-1
1.984540833E0,1.788347518E-1,1.233516920E-1,-1.252882898E-2,2.176108452E-1
1.994509834E0,1.034237963E-1,8.606750607E-2,-9.035000682E-2,1.620716538E-1
2.004478834E0,3.317037731E-2,4.033994079E-3,-1.441011214E-1,1.479245762E-1
2.014448834E0,-3.223072976E-2,-5.584266365E-2,-1.663363284E-1,1.783956198E-1
2.024417833E0,-6.535286754E-2,-5.740094662E-2,-1.973593158E-1,2.156769934E-1
2.034386833E0,-2.790729851E-2,-3.610538721E-2,-2.586281955E-1,2.626232279E-1
2.044355834E0,-1.357226461E-2,4.972647607E-2,-1.901502836E-1,1.970128400E-1
2.054325834E0,-8.292550474E-2,4.631988823E-2,-1.306688976E-1,1.615442113E-1
2.064294834E0,-1.181465006E-1,1.247795820E-3,-8.009106696E-2,1.427400841E-1
2.074263833E0,-2.499757782E-1,-8.766262650E-2,-1.043897563E-1,2.847276716E-1
2.084232833E0,-3.889535692E-1,-2.748337537E-1,-2.709330761E-1,5.479262751E-1
2.094202833E0,-3.679538789E-1,-3.667987615E-1,-4.993159640E-1,7.205885236E-1
2.104171834E0,-2.879364869E-1,-4.011008674E-1,-6.730484354E-1,8.347356005E-1
2.114140834E0,-6.703072608E-2,-2.807026041E-1,-6.769917977E-1,7.359381525E-1
2.124109834E0,2.568977121E-1,-2.347031432E-1,-6.245533830E-1,7.149468009E-1
2.134079834E0,4.371805269E-1,-2.094478494E-1,-5.133919662E-1,7.060924342E-1
2.144048833E0,3.725687939E-1,-1.663240492E-2,-2.525330579E-1,4.503965902E-1
2.154017833E0,1.922701916E-1,1.739546657E-1,9.597795188E-2,2.764775208E-1
2.163987833E0,1.434734228E-1,2.939792919E-1,5.032546484E-1,6.002280303E-1
2.173956834E0,1.726545373E-1,3.922318107E-1,9.055992186E-1,1.001880895E0
2.183925834E0,2.468785080E-1,4.375255126E-1,1.240326002E0,1.338202587E0
2.193894833E0,2.504029173E-1,4.353491789E-1,1.473465600E0,1.556705304E0
2.203864833E0,2.559696127E-1,3.568725282E-1,1.497497072E0,1.560569102E0
2.213833833E0,3.456226315E-1,2.838226783E-1,1.353348588E0,1.425328985E0
2.223802834E0,4.399002130E-1,1.753702766E-1,1.144514111E0,1.238619991E0
2.233771834E0,4.991887870E-1,1.826962531E-2,9.541995209E-1,1.077042223E0
2.243740833E0,4.991575044E-1,-1.229833174E-1,7.451001656E-1,9.052388455E-1
2.253710833E0,5.085588039E-1,-1.742552125E-1,5.287830073E-1,7.540612740E-1
2.263679833E0,5.094505043E-1,-2.128094137E-1,3.902180296E-1,6.760900632E-1
2.273648834E0,5.294354104E-1,-2.293786687E-1,1.274728096E-1,5.909024831E-1
2.283617834E0,6.692382436E-1,-1.962910295E-1,-1.769215429E-1,7.195215266E-1
2.293587834E0,8.111821809E-1,-1.125127083E-1,-4.655231506E-1,9.420124436E-1
2.303556833E0,7.811632336E-1,-1.757807511E-1,-6.694687700E-1,1.043696941E0
2.313525833E0,6.897839706E-1,-2.236729556E-1,-8.073905540E-1,1.085223951E0
2.323494834E0,5.206964542E-1,-2.562255746E-1,-8.264407825E-1,1.009841923E0
2.333464834E0,3.409948526E-1,-2.217082912E-1,-7.711436641E-1,8.718340476E-1
2.343433834E0,2.558361866E-1,-1.437929732E-1,-6.791985369E-1,7.398913609E-1
2.353402833E0,2.321661095E-1,-1.455336893E-1,-6.278751862E-1,6.850608780E-1
2.363372833E0,1.401797959E-1,-2.580563378E-1,-5.766962618E-1,6.471646058E-1
2.373341833E0,6.335834574E-2,-3.941251391E-1,-6.112398577E-1,7.300431966E-1
2.383310834E0,-7.339950423E-3,-3.578396577E-1,-6.828471994E-1,7.709626406E-1
2.393279834E0,-1.362532078E-1,-3.736435121E-1,-6.897317111E-1,7.961810373E-1
2.403249834E0,-3.732508716E-1,-5.069167596E-1,-6.552389860E-1,9.086357593E-1
2.413218834E0,-2.435989875E-1,-4.807112932E-2,-7.631528592E-1,8.025294927E-1
2.423187833E0,-1.698139234E-1,1.901806891E-2,-7.214569491E-1,7.414166069E-1
2.433156833E0,1.670020339E-1,2.371221364E-2,-8.632174301E-1,8.795432224E-1
2.443126833E0,4.032276459E-1,2.565150118E-1,-6.582924020E-1,8.134748750E-1
2.453095834E0,2.278822200E-1,2.476488787E-1,-5.439044917E-1,6.396032906E-1
2.463064834E0,1.816729903E-2,-1.617807627E-2,-3.816688156E-1,3.824432843E-1
2.473033833E0,5.039386265E-2,-5.310558200E-2,1.909817576E-2,7.566032348E-2
2.483003833E0,2.287512624E-1,3.836358190E-3,3.628255785E-1,4.289338621E-1
2.492972833E0,2.628620913E-1,8.450396061E-3,5.665963662E-1,6.246593715E-1
2.502941834E0,1.781496774E-1,-4.889617145E-2,6.712814069E-1,6.962376537E-1
2.512910834E0,1.162435243E-1,-5.682382643E-2,7.008788431E-1,7.127220053E-1
2.522880834E0,-3.308354616E-2,-1.129869175E-1,6.316589195E-1,6.425368122E-1
2.532849833E0,-1.627306429E-1,-1.420592737E-1,4.755745143E-1,5.223343929E-1
2.542818833E0,2.223973855E-2,-1.259975570E-1,3.352875316E-1,3.588700589E-1
2.552787834E0,2.699209231E-1,1.806438804E-2,2.068885231E-1,3.405678902E-1
2.562757834E0,2.889284670E-1,2.724802494E-1,3.872435510E-2,3.990297245E-1
2.572726834E0,2.601654285E-1,3.947010899E-1,-1.135780710E-1,4.861840996E-1
2.582695833E0,1.749967857E-1,2.935571229E-1,-1.507558376E-1,3.735331069E-1
2.592664833E0,3.679141179E-2,2.894418526E-1,-1.976306266E-1,3.524032613E-1
2.602634833E0,-1.725296992E-1,1.761456174E-1,-1.694850540E-1,2.991971911E-1
2.612603834E0,-3.810247448E-1,-1.574181551E-1,-8.707790494E-2,4.213583905E-1
2.622572834E0,-1.172318499E-1,-1.429977518E-1,2.239191234E-2,1.862607350E-1
2.632541833E0,-3.230630502E-2,-6.256403804E-2,1.827418613E-1,1.958380558E-1
2.642511833E0,-4.204732776E-2,5.006327569E-2,1.269418824E-1,1.427884829E-1
2.652480833E0,1.223247747E-1,2.577400035E-1,4.171345174E-2,2.883284099E-1
2.662449834E0,1.276679604E-1,2.322683626E-1,1.595137972E-1,3.093418043E-1
2.672418834E0,-1.482014814E-1,2.144232452E-2,1.695101970E-1,2.261794846E-1
2.682388834E0,-2.529490873E-1,7.781650007E-2,1.630116016E-1,3.108237937E-1
2.692357833E0,-3.814306878E-1,5.711384833E-2,2.014962208E-1,4.351460539E-1
2.702326833E0,-4.761916879E-1,-1.860876381E-2,2.112733501E-1,5.212880568E-1
2.712295833E0,-4.185363874E-1,-2.483137071E-2,2.326577872E-1,4.794986449E-1
2.722265833E0,-2.876678073E-1,-1.755041778E-2,2.840594906E-1,4.046610665E-1
2.732234834E0,-1.225079387E-1,-3.413136721E-2,2.893693471E-1,3.160818950E-1
2.742203834E0,-8.843913674E-5,-5.594382048E-2,2.795664901E-1,2.851089989E-1
2.752173292E0,9.655112520E-2,-3.340982080E-2,2.310205668E-1,2.526041136E-1
2.762143292E0,1.287150505E-1,-1.591085851E-2,1.654610002E-1,2.102333519E-1
2.772112292E0,8.780968398E-2,-5.377216458E-2,7.662366807E-2,1.283478585E-1
2.782081292E0,5.517973557E-2,-7.110682011E-2,1.210198224E-2,9.081542302E-2
2.792050292E0,6.562125474E-2,-4.548315167E-2,-5.411656559E-2,9.645449098E-2
2.802020292E0,1.336036152E-1,-5.847332597E-2,-1.962226170E-1,2.444838875E-1
2.811989292E0,1.542055486E-1,-3.923481703E-4,-3.033716744E-1,3.403143811E-1
2.821958292E0,9.203137368E-2,3.647668540E-2,-3.767957461E-1,3.895835682E-1
2.831927292E0,-5.374468267E-3,-4.356175661E-3,-4.045273358E-1,4.045864883E-1
2.841897292E0,-8.555514380E-2,-1.824331284E-2,-3.983860052E-1,4.078773225E-1
2.851866292E0,-1.366298416E-1,1.012737751E-3,-3.280627120E-1,3.553785056E-1
2.861835292E0,-1.093375240E-1,-1.426369786E-2,-2.337997484E-1,2.584965563E-1
2.871804291E0,-9.867351830E-2,3.330632508E-2,-1.322388750E-1,1.683237790E-1
2.881774291E0,-9.609124169E-2,6.644483507E-2,-1.056574327E-1,1.575180495E-1
2.891743292E0,-1.832726423E-1,8.868939757E-2,-1.128641260E-1,2.327938608E-1
2.901712292E0,-1.896240342E-1,8.633063078E-2,-1.444431835E-1,2.535233429E-1
2.911681292E0,-2.043272965E-1,1.367558491E-1,-1.381012934E-1,2.819995986E-1
2.921651292E0,-3.091475540E-1,1.599505842E-1,-1.697206968E-1,3.872486468E-1
2.931620291E0,-2.810939290E-1,1.318383408E-1,-1.369663489E-1,3.393448478E-1
2.941589292E0,-2.276417533E-1,1.180196160E-1,-1.274090749E-1,2.863258108E-1
2.951558292E0,-1.486916243E-1,1.013708389E-1,-7.681136370E-2,1.956661230E-1
2.961528292E0,-1.404860803E-1,1.099878806E-1,-5.437793612E-2,1.865224721E-1
2.971497292E0,-3.320258085E-1,1.234265363E-1,-4.763141870E-2,3.574129257E-1
2.981466291E0,-5.004089548E-1,1.471796805E-1,-1.264530551E-1,5.367134762E-1
2.991435292E0,-5.312666121E-1,2.018388677E-1,-2.394610226E-1,6.167047292E-1
3.001405292E0,-5.347573999E-1,2.498427540E-1,-4.663014150E-1,7.522126614E-1
3.011374292E0,-4.518156691E-1,2.185835391E-1,-8.453553557E-1,9.831285978E-1
3.021343292E0,-3.760667445E-1,1.057656062E-1,-1.135661427E0,1.200974369E0
3.031312292E0,-3.818204047E-1,8.041383326E-2,-1.223617584E0,1.284325970E0
