"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.041282292E0,-1.565280627E-1,9.507572651E-3,-1.238211649E0,1.248102366E0
3.051251292E0,7.765219331E-2,-9.741402805E-2,-1.107659696E0,1.114643153E0
3.061220292E0,2.399073844E-1,-1.633027929E-1,-8.810911989E-1,9.276556776E-1
3.071189292E0,3.581934873E-1,-1.881212997E-1,-7.034574652E-1,8.115076112E-1
3.081159292E0,4.457642394E-1,-2.175298709E-1,-5.555123842E-1,7.447274742E-1
3.091128292E0,4.743007714E-1,-2.017687011E-1,-5.038592505E-1,7.207953766E-1
3.101097292E0,4.582204898E-1,-1.259700751E-1,-6.713299388E-1,8.225073640E-1
3.111066292E0,4.411010849E-1,-8.654346943E-2,-9.233718306E-1,1.026973942E0
3.121036292E0,4.018817630E-1,-7.514315307E-2,-1.091107982E0,1.165191862E0
3.131005292E0,3.990629300E-1,-6.149926007E-2,-1.119631870E0,1.190213806E0
3.140974292E0,4.816301832E-1,-8.905367911E-2,-1.147706691E0,1.247849686E0
3.150943291E0,4.833245601E-1,-7.497066021E-2,-1.040719017E0,1.149921433E0
3.160913291E0,4.055490636E-1,-6.184833884E-2,-9.255873406E-1,1.012426385E0
3.170882292E0,3.672902565E-1,-1.013486195E-1,-8.218822932E-1,9.059051711E-1
3.180851292E0,3.175710529E-1,-1.372043306E-1,-6.336089659E-1,7.218980008E-1
3.190820292E0,2.357162099E-1,-1.418984753E-1,-5.203413820E-1,5.886021260E-1
3.200790292E0,1.338681651E-1,-1.064421290E-1,-3.960570592E-1,4.314067762E-1
3.210759291E0,1.301013705E-1,-5.750561178E-2,-3.769641459E-1,4.029084627E-1
3.220728292E0,2.006200338E-1,3.177844763E-2,-3.755578905E-1,4.269683792E-1
3.230697292E0,2.774186798E-1,1.446045667E-1,-4.183320272E-1,5.223727497E-1
3.240667292E0,2.900896510E-1,1.195299518E-1,-4.220204508E-1,5.258713492E-1
3.250636292E0,3.452453764E-1,1.640845656E-2,-3.118647552E-1,4.655354260E-1
3.260605291E0,3.654895699E-1,-6.263361990E-2,-2.253709871E-1,4.339328034E-1
3.270574292E0,4.347318591E-1,-6.740494788E-2,-2.388131511E-1,5.005666164E-1
3.280544292E0,4.830718142E-1,-4.622867167E-2,-2.324583972E-1,5.380821258E-1
3.290513292E0,4.252558614E-1,-4.982295513E-2,-1.319172782E-1,4.480257167E-1
3.300482292E0,6.202780451E-1,1.869913253E-1,-2.696268082E-1,7.017187646E-1
3.310451292E0,5.348532211E-1,2.218360528E-1,1.154070801E-1,5.904218802E-1
3.320421292E0,1.512599406E-1,-1.397958165E-1,1.410716790E-1,2.496470680E-1
3.330390292E0,-1.588124967E-1,-1.761146271E-1,3.348355418E-1,4.103079467E-1
3.340359292E0,-4.506616114E-1,-2.093914238E-1,5.495938325E-1,7.409413182E-1
3.350329292E0,-6.602965352E-1,-3.016727659E-1,6.997351277E-1,1.008279337E0
3.360298292E0,-7.732721968E-1,-4.138314253E-1,7.490721792E-1,1.153393024E0
3.370267292E0,-6.219510066E-1,-2.578429145E-1,9.310369456E-1,1.148971635E0
3.380236292E0,-4.068854447E-1,-1.317968255E-1,8.285194677E-1,9.324004916E-1
3.390206292E0,-2.884021445E-1,-7.421432287E-2,7.661928266E-1,8.220310276E-1
3.400175292E0,-2.216648756E-1,-1.020713353E-1,7.204155600E-1,7.606263561E-1
3.410144292E0,-1.941844787E-1,-8.503401071E-2,6.338399309E-1,6.683497982E-1
3.420113292E0,-3.944451280E-2,8.238492966E-2,5.972065401E-1,6.041513037E-1
3.430083292E0,4.953870736E-4,1.795539594E-1,7.821989948E-1,8.025429192E-1
3.440052291E0,-1.046507249E-1,1.474486524E-1,8.948239696E-1,9.129089855E-1
3.450021292E0,-1.436841967E-1,1.042254496E-1,1.017797347E0,1.033159974E0
3.459990292E0,-1.153644319E-1,9.684217036E-2,1.118029148E0,1.128129662E0
3.469960292E0,-7.914738117E-2,1.170250046E-1,1.124254094E0,1.133095948E0
3.479929292E0,7.744812548E-2,9.426968783E-2,1.003632467E0,1.011020828E0
3.489898291E0,1.850409865E-1,8.703638971E-2,8.748890573E-1,8.984688989E-1
3.499867292E0,1.272447133E-1,4.856083363E-2,6.082472527E-1,6.233089860E-1
3.509837292E0,3.710805679E-2,6.517014205E-3,3.458353239E-1,3.478815181E-1
3.519806292E0,-3.234082187E-2,-2.006238163E-2,2.455175686E-1,2.484498026E-1
3.529775292E0,-3.934638921E-2,3.230849773E-2,1.522299206E-1,1.605176816E-1
3.539744291E0,-4.030518640E-2,9.782684147E-3,3.359342337E-2,5.337346769E-2
3.549714291E0,8.650575489E-2,4.162004247E-2,-1.407366335E-1,1.703592486E-1
3.559683292E0,1.903686588E-1,2.356764123E-2,-2.813750339E-1,3.405401146E-1
3.569652292E0,2.860377498E-1,7.933122128E-2,-3.101918668E-1,4.293367340E-1
3.579621292E0,3.134735435E-1,1.176290220E-1,-3.245789409E-1,4.663193521E-1
3.589591292E0,2.350725776E-1,1.629738870E-1,-2.553999478E-1,3.834693442E-1
3.599560292E0,5.243490636E-2,1.329917040E-1,-7.432395816E-2,1.611218902E-1
3.609529292E0,-9.271147795E-2,1.144858512E-1,7.222363830E-2,1.640691385E-1
3.619498292E0,-1.867022536E-1,8.597789750E-2,2.122007185E-1,2.954303222E-1
3.629468292E0,-1.824129737E-1,7.671736971E-2,4.305813593E-1,4.738779956E-1
3.639437292E0,-1.135067898E-1,6.007122383E-2,5.932883209E-1,6.070283148E-1
3.649406292E0,-8.666366626E-2,2.886478007E-2,6.672748947E-1,6.734979968E-1
3.659375292E0,-5.712514076E-2,1.622777760E-2,6.732162505E-1,6.758304095E-1
3.669345292E0,-1.821520966E-2,1.871109009E-4,5.113390088E-1,5.116633765E-1
3.679314292E0,-5.989266448E-3,-4.198944032E-2,3.277954942E-1,3.305281689E-1
3.689283292E0,8.280750062E-2,2.082471237E-2,9.726726294E-2,1.294282475E-1
3.699252292E0,1.388035440E-1,5.484469011E-2,-2.394083977E-2,1.511539867E-1
3.709222292E0,1.658853619E-1,3.812223807E-2,-2.062254488E-2,1.714542145E-1
3.719191292E0,1.342387690E-1,8.688041523E-2,-1.863799989E-2,1.609833180E-1
3.729160292E0,1.309174043E-1,1.183884291E-1,-2.661944926E-2,1.785042912E-1
3.739129292E0,1.031764408E-1,1.305051756E-1,-8.461681187E-2,1.866466813E-1
3.749099292E0,1.079628071E-2,9.700706184E-2,-7.774399459E-2,1.247840471E-1
3.759068084E0,-8.953877874E-2,8.602028981E-2,6.017311156E-2,1.379763984E-1
3.769037084E0,-1.505388510E-1,3.336362779E-2,1.891357917E-1,2.440234108E-1
3.779006083E0,-1.436301647E-1,1.155468285E-2,2.945219135E-1,3.278815220E-1
3.788976084E0,-4.656130515E-2,2.936413229E-2,2.902604628E-1,2.954341613E-1
3.798945083E0,9.382460508E-3,4.862909988E-2,1.852526557E-1,1.917586149E-1
3.808914083E0,7.741850568E-2,2.738178000E-2,1.258145392E-2,8.307634971E-2
3.818883084E0,9.772868134E-2,2.932963371E-2,-1.306969643E-1,1.658095867E-1
3.828853084E0,4.696280787E-2,4.587608457E-2,-1.953624916E-1,2.060985773E-1
3.838822084E0,2.756050380E-2,8.378095239E-2,-2.063938487E-1,2.244487695E-1
3.848791083E0,3.799840501E-2,1.233677718E-1,-1.891404694E-1,2.289925830E-1
3.858760083E0,4.246048836E-2,1.234908557E-1,-1.890808278E-1,2.297921756E-1
3.868730083E0,7.136289161E-3,1.130880743E-1,-1.756129360E-1,2.089969915E-1
3.878699084E0,-2.863838319E-2,1.104843092E-1,-1.733067942E-1,2.075142994E-1
3.888668084E0,-5.537527012E-2,7.079516351E-2,-1.203415453E-1,1.502014090E-1
3.898637083E0,-3.496859713E-2,4.228238583E-2,-3.851151645E-2,6.703536257E-2
3.908607083E0,-8.388561755E-4,5.908874542E-2,5.335174978E-2,7.961527943E-2
3.918576083E0,6.033155283E-2,4.883360624E-2,9.893313468E-2,1.257472962E-1
3.928545084E0,7.796723032E-2,3.421907544E-2,1.694476318E-1,1.896373752E-1
3.938514084E0,1.560421956E-1,3.766016185E-2,1.585460830E-1,2.256198463E-1
3.948484084E0,1.608667332E-1,6.670795977E-3,1.202947676E-1,2.009811844E-1
3.958453083E0,1.278729784E-1,1.503319144E-3,1.137891555E-1,1.711774824E-1
3.968422083E0,8.862635728E-2,7.763465166E-2,8.653879166E-2,1.461873209E-1
3.978391084E0,-2.638793606E-2,6.110720426E-2,1.382158989E-1,1.534081102E-1
3.988361084E0,-4.861155823E-2,3.295110673E-2,7.337261617E-2,9.398084822E-2
3.998330084E0,-5.379566308E-2,9.539732337E-3,-8.494016290E-2,1.009941143E-1
4.008299083E0,-1.208465986E-2,5.966323435E-2,-2.484505320E-1,2.557995453E-1
4.018268083E0,7.634936057E-2,1.430226025E-1,-4.852902478E-1,5.116554644E-1
4.028238083E0,8.680005256E-2,1.607352805E-1,-6.169525874E-1,6.434287642E-1
4.038207084E0,6.366945416E-2,1.194960380E-1,-5.497704184E-1,5.661983888E-1
4.048176084E0,8.777094617E-2,5.350173086E-2,-3.667835587E-1,3.809151522E-1
4.058145083E0,6.697181538E-2,2.836425841E-2,-1.168109965E-1,1.376029219E-1
4.068115084E0,-2.842207275E-2,5.937847495E-4,8.270418763E-2,8.745369890E-2
4.078084083E0,-1.659992364E-1,-6.264853030E-2,2.947294897E-1,3.440146173E-1
4.088053083E0,-3.153939883E-1,-1.237460867E-1,3.682968181E-1,5.004288242E-1
4.098023083E0,-4.316053529E-1,-1.026686284E-1,3.594529045E-1,5.709907341E-1
4.107992084E0,-5.469652167E-1,-4.077935904E-2,3.113659877E-1,6.307001527E-1
4.117961084E0,-5.282931568E-1,-1.099466577E-1,1.266635549E-1,5.542793368E-1
4.127930083E0,-4.413590933E-1,-1.288211775E-1,2.328799814E-1,5.153890092E-1
4.137900083E0,-3.213540553E-1,-6.302567571E-2,3.075945336E-1,4.492828304E-1
4.147869083E0,-1.011797811E-1,-9.487399757E-2,1.813139713E-1,2.282831130E-1
4.157838084E0,7.009145111E-2,-9.318122864E-2,9.615044475E-2,1.511306088E-1
4.167807084E0,1.182068731E-1,-4.591555327E-2,9.607793927E-2,1.590976847E-1
4.177777084E0,1.030460662E-1,-8.669842064E-2,2.219176215E-1,2.595814682E-1
4.187746083E0,2.675320432E-2,-9.250967592E-2,3.085762811E-1,3.232539177E-1
4.197715083E0,-3.982713997E-2,-1.942942053E-2,4.048957103E-1,4.073134416E-1
4.207684084E0,-3.879379079E-2,6.346129328E-2,5.719366282E-1,5.767528072E-1
4.217654084E0,-5.052272066E-2,1.049253613E-2,5.150461435E-1,5.176245440E-1
4.227623084E0,-1.068982118E-1,1.372721583E-2,4.923150927E-1,5.039740218E-1
4.237592083E0,-1.210237692E-1,-1.490455270E-3,3.289982665E-1,3.505550363E-1
4.247561083E0,-9.743463948E-2,-7.855909646E-2,2.162621945E-1,2.498687203E-1
4.257531083E0,-7.525805086E-2,-6.893107116E-2,9.776544571E-4,1.020598971E-1
4.267500084E0,-2.219047576E-2,-3.630945504E-2,-8.289831519E-2,9.318221075E-2
4.277469084E0,4.980336696E-2,1.448726615E-1,-1.773296785E-1,2.343379575E-1
4.287438083E0,5.044831485E-2,1.682781887E-1,-2.468109727E-1,3.029492326E-1
4.297408083E0,-7.099104524E-3,7.193361640E-2,-2.729363322E-1,2.823456816E-1
4.307377083E0,-1.797662133E-1,-4.007096887E-2,-1.877131641E-1,2.629787177E-1
4.317346084E0,-2.190855226E-1,-1.144867283E-1,-9.882730007E-2,2.662189182E-1
4.327315084E0,-1.777690968E-1,1.704901904E-2,-3.607673585E-2,1.821923481E-1
4.337285084E0,-1.765806502E-1,4.818719655E-2,4.437218070E-2,1.883391153E-1
4.347254083E0,-1.821170864E-1,-1.397893846E-2,1.779313570E-1,2.549933561E-1
4.357223083E0,-3.321209720E-1,-9.414368033E-2,1.507423890E-1,3.766837406E-1
4.367192084E0,-4.010818639E-1,-2.705392662E-1,2.368718755E-1,5.386709956E-1
4.377162083E0,-3.691139665E-1,-3.590038383E-1,3.355278522E-1,6.145793812E-1
4.387131084E0,-2.841556773E-1,-4.157604218E-1,3.282036299E-1,6.010979952E-1
4.397100084E0,-2.408994377E-2,-3.861714640E-1,3.273247933E-1,5.068039516E-1
4.407069083E0,1.286837679E-1,-2.532923189E-1,3.035967922E-1,4.157974545E-1
4.417039083E0,1.588039452E-1,-9.309147388E-2,1.974873698E-1,2.699740297E-1
4.427008083E0,1.747864321E-1,9.719329566E-2,1.031168175E-1,2.250109144E-1
4.436977084E0,1.916822541E-1,2.111362329E-1,9.351276577E-2,3.001087015E-1
4.446946084E0,2.845068026E-1,2.078825498E-1,-1.474316955E-1,3.819625375E-1
4.456916084E0,2.937202603E-1,2.963716802E-1,-2.632615292E-1,4.933704459E-1
4.466885083E0,2.461812276E-1,2.850847998E-1,-4.656880420E-1,5.989523290E-1
4.476854083E0,1.211560625E-1,2.562884322E-1,-3.034190369E-1,4.152416933E-1
4.486823084E0,5.480332106E-2,1.949885622E-1,-3.450874650E-1,4.001366041E-1
4.496793084E0,-7.196753025E-3,1.247380668E-1,-1.354367173E-1,1.842674224E-1
4.506762084E0,-3.762098551E-2,6.110428065E-2,-8.557166219E-2,1.116762331E-1
4.516731083E0,-1.178097010E-1,1.228695890E-1,1.371522903E-2,1.707752004E-1
4.526700083E0,-1.110675690E-1,8.084331125E-2,-7.953967452E-3,1.376041840E-1
4.536670083E0,-1.272421369E-1,9.332039237E-2,-6.987715065E-2,1.725748337E-1
4.546639084E0,-1.943561858E-1,1.058003971E-1,-1.995157689E-1,2.979506553E-1
4.556608084E0,-1.856102130E-1,2.685509205E-2,-2.325724179E-1,2.987679311E-1
4.566577083E0,-1.069809499E-1,3.447518349E-3,-1.737201923E-1,2.040478234E-1
4.576547083E0,-4.824303746E-2,6.026695937E-2,-1.158292490E-1,1.391973850E-1
4.586516083E0,-6.616124511E-3,-1.242474854E-2,-1.361839914E-1,1.369095577E-1
4.596485084E0,-7.608250827E-2,-4.509285003E-2,-2.110143185E-2,9.092405410E-2
4.606454084E0,-1.075759041E-1,-2.658728957E-3,-4.444117785E-2,1.164244917E-1
4.616424084E0,-1.216595078E-1,-3.004767179E-2,-4.208591938E-2,1.321935060E-1
4.626393083E0,-1.611805460E-1,-5.778013855E-2,-9.608320177E-2,1.963407611E-1
4.636362083E0,-1.512148440E-1,-1.400911009E-1,-7.053730130E-2,2.178691269E-1
4.646331084E0,-1.265223446E-1,-1.740806732E-1,-8.606282830E-2,2.317731539E-1
4.656301083E0,-8.830465078E-2,-1.026668742E-1,-3.690996408E-2,1.403586259E-1
4.666270084E0,-3.101246238E-2,-4.276361167E-3,-2.164990067E-2,3.806282027E-2
4.676239084E0,-3.566538423E-2,6.585718989E-2,2.912205756E-2,8.035722326E-2
4.686209084E0,-8.283633471E-2,6.582649201E-2,-5.386922836E-2,1.187302790E-1
4.696178083E0,-1.024087197E-1,1.168566048E-2,-1.509096193E-1,1.827506874E-1
4.706147083E0,-1.232958511E-1,1.301882565E-2,-1.683577108E-1,2.090829393E-1
4.716116084E0,-1.559888032E-1,2.086812794E-2,-1.661597425E-1,2.288603188E-1
4.726086084E0,-1.239717892E-1,-1.974487782E-2,-3.178020179E-2,1.294945788E-1
4.736055084E0,-6.752393872E-2,-1.750247061E-2,7.917773187E-2,1.055221872E-1
4.746024083E0,3.756748348E-2,3.459972918E-2,2.205522966E-1,2.263885435E-1
4.755992792E0,8.226564646E-2,1.013132438E-1,3.792375433E-1,4.010649876E-1
4.765962792E0,4.118252456E-2,1.355562928E-1,4.173116881E-1,4.407046107E-1
4.775931791E0,-2.416186452E-2,1.139172095E-1,3.906898999E-1,4.076757587E-1
4.785900792E0,-1.080460203E-1,1.044493979E-1,2.982500982E-1,3.339711669E-1
4.795869792E0,-2.315146565E-1,5.020068526E-2,3.932416248E-1,4.590840016E-1
4.805839792E0,-3.192953968E-1,-7.308697969E-2,5.063484102E-1,6.030588442E-1
4.815808792E0,-3.244193119E-1,-1.337796164E-1,5.926550674E-1,6.887560560E-1
4.825777791E0,-1.690687323E-1,-1.883125037E-1,4.204744470E-1,4.907592035E-1
4.835746792E0,8.880926549E-2,-1.916325527E-1,3.066408527E-1,3.723422262E-1
4.845716792E0,3.667192394E-1,-1.812537450E-1,1.175886762E-1,4.256324909E-1
4.855685792E0,4.455981785E-1,-4.985686898E-2,-5.755414367E-3,4.484156207E-1
4.865654792E0,3.283808005E-1,1.970815730E-1,-1.272991472E-1,4.035841541E-1
4.875623791E0,1.990474069E-1,2.091730303E-1,-2.601788771E-1,3.886724519E-1
4.885593791E0,1.698358870E-1,2.819544929E-1,-1.181926936E-1,3.497314361E-1
4.895562792E0,3.740650964E-1,4.218777788E-1,-1.721233177E-1,5.895184417E-1
4.905531792E0,4.903393185E-1,4.899715286E-1,-3.723822677E-1,7.868756569E-1
4.915500792E0,3.541430479E-1,4.858901721E-1,-3.088002294E-1,6.759172578E-1
4.925470792E0,1.280288798E-1,2.830666333E-1,-3.166618109E-1,4.436133625E-1
4.935439792E0,2.766083837E-2,1.716432613E-1,-2.622370970E-1,3.146344326E-1
4.945408792E0,1.479287088E-2,1.325253886E-1,-2.806371152E-1,3.107072547E-1
4.955377792E0,-7.566530943E-2,7.442686915E-2,-2.655074447E-1,2.859349596E-1
4.965347792E0,-1.611603731E-1,-1.036594391E-2,-2.722563010E-1,3.165495413E-1
4.975316792E0,-8.694751203E-2,4.894587278E-2,-2.108377326E-1,2.332554775E-1
4.985285792E0,1.778723001E-3,1.257338476E-1,-1.493659544E-1,1.952494625E-1
4.995254792E0,6.583789408E-2,2.072797018E-1,-6.031402946E-3,2.175681064E-1
5.005224792E0,1.044353646E-1,3.362493986E-1,1.091236621E-1,3.686168432E-1
5.015193792E0,-2.509098709E-2,2.527330327E-1,2.575961620E-1,3.617448356E-1
5.025162792E0,-1.561317676E-1,1.351537120E-1,3.586635303E-1,4.138637248E-1
5.035131792E0,-2.447211778E-1,6.484152853E-2,4.047881216E-1,4.774372232E-1
5.045101792E0,-2.123901683E-1,6.566540122E-2,4.524306500E-1,5.040982261E-1
5.055070791E0,-8.883674741E-2,4.898329496E-2,3.577192050E-1,3.718257126E-1
5.065039792E0,4.663037539E-2,5.625021458E-3,1.960735130E-1,2.016205726E-1
5.075008792E0,1.031992632E-1,-4.235723019E-3,-5.751789093E-2,1.182215592E-1
5.084978792E0,1.472282124E-1,5.028371572E-2,-3.926229894E-1,4.223238217E-1
5.094947792E0,4.964812338E-2,-5.618004799E-3,-6.612709737E-1,6.631559385E-1
5.104916791E0,-5.444868743E-2,-3.468860686E-2,-6.309841508E-1,6.342782966E-1
5.114886791E0,-1.834370953E-1,-6.392702401E-2,-4.190290153E-1,4.618670241E-1
5.124855792E0,-2.892646819E-1,-4.607430518E-2,-2.915304780E-2,2.943582817E-1
5.134824792E0,-2.244874728E-1,-9.028978050E-2,1.879213250E-1,3.063679067E-1
5.144793792E0,-9.149723053E-3,-8.570673287E-2,3.138200641E-1,3.254418444E-1
5.154763792E0,2.797240725E-1,-8.922207892E-2,2.036819100E-1,3.573408129E-1
5.164732791E0,4.896978790E-1,-2.981436789E-2,2.862130201E-1,5.679883820E-1
5.174701792E0,7.398736319E-1,6.407671273E-2,2.700483924E-1,7.902182930E-1
5.184670792E0,9.230180740E-1,1.937539226E-1,4.948001593E-1,1.065049363E0
5.194640792E0,9.645292121E-1,3.545658016E-1,5.081972998E-1,1.146428369E0
5.204609792E0,8.191513512E-1,4.836196983E-1,7.628686845E-1,1.219370977E0
5.214578792E0,6.781673804E-1,4.731642920E-1,7.592404872E-1,1.122604810E0
5.224547792E0,5.107592574E-1,2.039198917E-1,7.503813708E-1,9.303389398E-1
5.234517792E0,4.112797004E-1,-4.635555625E-2,6.698283738E-1,7.873816609E-1
5.244486792E0,3.611576602E-1,-1.893141317E-1,5.230106360E-1,6.631853597E-1
5.254455792E0,3.179467365E-1,-2.862364089E-1,3.253788400E-1,5.374874869E-1
5.264424792E0,2.317505917E-1,-3.401459831E-1,1.246836877E-1,4.300623775E-1
5.274394792E0,2.075226536E-1,-2.809171969E-1,-1.837312102E-2,3.497394671E-1
5.284363792E0,3.233624277E-1,-1.374481595E-1,-2.057980174E-1,4.071953832E-1
5.294332792E0,4.084736216E-1,-5.161454201E-2,-3.007012510E-1,5.098391931E-1
5.304301792E0,4.586292833E-1,9.490031004E-3,-4.205516303E-1,6.223299398E-1
5.314271792E0,5.051228338E-1,5.392419219E-2,-5.246759230E-1,7.303024852E-1
5.324240792E0,5.178355578E-1,4.138132989E-2,-5.681967491E-1,7.698789678E-1
5.334209791E0,4.796582097E-1,-6.264648378E-2,-6.277214044E-1,7.924839062E-1
5.344178792E0,3.836963376E-1,-1.931060511E-1,-6.760416251E-1,8.009651087E-1
5.354148792E0,2.647253796E-1,-2.894909692E-1,-6.301567698E-1,7.422816866E-1
5.364117792E0,1.514987263E-1,-2.727375269E-1,-5.230913275E-1,6.090666299E-1
5.374086792E0,9.867439538E-2,-1.956033969E-1,-4.030649471E-1,4.587577539E-1
5.384055791E0,1.015936178E-1,-1.299543679E-1,-3.099994934E-1,3.511539360E-1
5.394025791E0,7.941776007E-2,-1.041125983E-1,-2.923438257E-1,3.203303391E-1
5.403994792E0,6.439714015E-2,-9.148144305E-2,-3.555960810E-1,3.727793166E-1
5.413963792E0,1.138235079E-1,-1.120689046E-1,-1.633717901E-1,2.284853871E-1
5.423932792E0,8.268343002E-2,-1.936591977E-1,3.638079107E-2,2.136913578E-1
5.433902792E0,-4.603015870E-2,-2.619798195E-1,1.050206709E-1,2.859747238E-1
5.443871791E0,-1.531213287E-1,-2.239664859E-1,2.272590530E-1,3.539121434E-1
5.453840792E0,-2.477658230E-1,-2.051086307E-1,3.706117308E-1,4.907244730E-1
5.463810792E0,-4.903849268E-1,-3.817594475E-1,6.508816409E-1,8.999247539E-1
5.473779792E0,-3.142659143E-1,-1.233318114E-1,4.375623500E-1,5.526613889E-1
5.483748792E0,-1.463227710E-1,-2.105173051E-2,1.607516527E-1,2.183909855E-1
5.493717792E0,-4.514627896E-2,-1.200638026E-1,-7.903973758E-2,1.506677912E-1
5.503687792E0,1.478234589E-1,-9.696320772E-2,-2.483043516E-1,3.048092677E-1
5.513656792E0,3.118999846E-1,-4.395585895E-2,-3.280779147E-1,4.548063721E-1
5.523625792E0,4.125422604E-1,-3.214389861E-2,-4.457683325E-1,6.082217960E-1
5.533594792E0,3.733662810E-1,-5.647825599E-2,-3.689844507E-1,5.279599398E-1
5.543564792E0,2.864703707E-1,-5.417328358E-2,-2.104301816E-1,3.595565036E-1
5.553533792E0,2.208331092E-1,-9.438692451E-2,-2.543375087E-1,3.498052629E-1
5.563502792E0,1.638397866E-1,-1.920734328E-1,-3.213822681E-1,4.086835469E-1
5.573471792E0,2.017339832E-1,-2.063856626E-1,-3.897537607E-1,4.849738505E-1
5.583441792E0,3.265379043E-1,-1.163666081E-1,-3.635734373E-1,5.023483202E-1
5.593410792E0,4.214808259E-1,-1.146206295E-1,-2.495901543E-1,5.030697968E-1
5.603379792E0,5.505085563E-1,-1.733576649E-1,-8.401864171E-2,5.832423876E-1
5.613348791E0,8.183717711E-1,-7.109278679E-2,2.261638695E-1,8.520191524E-1
5.623318791E0,9.813344023E-1,4.532644629E-2,5.875989801E-1,1.144702694E0
5.633287792E0,1.394062312E0,6.132010138E-1,4.231893092E-1,1.580668974E0
5.643256792E0,1.672326481E0,8.007165420E-1,3.846175665E-1,1.893608595E0
5.653225792E0,1.588000860E0,3.982292998E-1,5.258915591E-1,1.719562514E0
5.663195792E0,1.366847031E0,2.462905705E-1,3.386648834E-1,1.429553691E0
5.673164791E0,1.200074062E0,5.347454131E-2,3.621087098E-1,1.254655331E0
5.683133792E0,1.120209136E0,-7.486365616E-2,1.909840965E-1,1.138836248E0
5.693102792E0,8.908992454E-1,-1.274213541E-1,1.805152416E-2,9.001463905E-1
5.703072792E0,6.658100941E-1,-2.459438306E-1,6.401648641E-2,7.126637073E-1
5.713041792E0,4.958178672E-1,-2.825093937E-1,1.222483224E-1,5.836022338E-1
5.723010791E0,3.723625334E-1,-1.348514110E-1,1.576081896E-1,4.262383145E-1
5.732979792E0,-3.672913894E-2,-5.904635310E-2,3.235849142E-3,6.961301733E-2
5.742949792E0,-5.392713042E-1,-1.792803097E-1,-2.509806222E-1,6.212457176E-1
5.752918792E0,-8.853872944E-1,-4.968975556E-1,-6.101019895E-1,1.184500857E0
5.762887792E0,-1.666381470E0,-3.733610916E-1,-1.337259974E0,2.168983621E0
5.772857792E0,-3.061450673E0,-5.412282211E-1,-1.997352734E0,3.695243720E0
5.782826792E0,-3.966926515E0,-4.596338350E-1,-2.540836810E0,4.733246342E0
5.792795792E0,-3.368824766E0,6.427785695E-2,-3.037090588E0,4.536191264E0
5.802764792E0,-2.450365474E0,2.643415099E-1,-3.101770148E0,3.961709914E0
5.812734792E0,-1.820202126E0,1.584870261E-1,-3.461566869E0,3.914166464E0
5.822703792E0,-1.502442208E0,1.697066635E-1,-3.735231764E0,4.029651260E0
5.832672792E0,-1.483119792E0,6.873635888E-2,-3.626899815E0,3.919026827E0
5.842641792E0,-1.338027129E0,-1.976282877E-1,-3.432416745E0,3.689289667E0
5.852611792E0,-1.270080290E0,-3.922826815E-1,-3.158771730E0,3.427072875E0
5.862580792E0,-1.363190621E0,-7.191777045E-1,-2.996558273E0,3.369698314E0
5.872549792E0,-9.877251166E-1,-1.106135911E0,-2.360965347E0,2.788062935E0
5.882518792E0,-4.022456060E-1,-1.190178527E0,-1.226545869E0,1.755773682E0
5.892488792E0,1.978808874E-1,-8.836095947E-1,1.498816788E-2,9.056199018E-1
5.902457791E0,5.716216095E-1,-2.889805073E-1,7.200179493E-1,9.636839966E-1
5.912426792E0,9.236356862E-1,1.285744250E-2,9.632200205E-1,1.334563975E0
5.922395792E0,1.452298533E0,2.035328060E-1,1.438336698E0,2.054120028E0
5.932365792E0,2.185131971E0,7.595462966E-1,1.934550714E0,3.015658929E0
5.942334792E0,2.884867976E0,8.973797876E-1,2.278445932E0,3.784054649E0
5.952303791E0,3.225756555E0,6.892838144E-1,2.717778234E0,4.273983629E0
5.962272792E0,3.236007894E0,3.408564198E-1,3.258600658E0,4.605041633E0
5.972242792E0,3.368844354E0,-6.857205212E-2,3.367175267E0,4.763578874E0
5.982211792E0,3.530049166E0,-2.985787117E-1,3.005689870E0,4.645919496E0
5.992180792E0,3.621601945E0,-2.317701799E-1,2.780159254E0,4.571542797E0
6.002150792E0,3.648793545E0,1.842866957E-1,3.202886633E0,4.858614896E0
6.012119791E0,3.207685736E0,4.397661656E-1,3.801338046E0,4.993276779E0
6.022088792E0,2.598929483E0,1.995502675E-1,4.327284569E0,5.051697388E0
6.032057792E0,2.828843756E0,-3.899993438E-1,4.304852310E0,5.165869714E0
6.042027792E0,2.982557993E0,-7.192654127E-1,3.397872564E0,4.578049025E0
6.051996792E0,2.498316735E0,-7.535113853E-1,2.255254120E0,3.448990731E0
6.061965792E0,1.904899630E0,-7.933736086E-1,9.069645435E-1,2.254033932E0
6.071934792E0,1.055201181E0,-1.061808754E0,-8.237183189E-1,1.708624954E0
6.081904792E0,2.806448080E-1,-1.204820539E0,-2.424123462E0,2.721530562E0
6.091873792E0,-3.958290178E-1,-1.022645273E0,-3.610826989E0,3.773666057E0
6.101842792E0,-9.865244640E-1,-8.158122987E-1,-4.482463825E0,4.661680187E0
6.111811792E0,-1.303233710E0,-8.263285160E-1,-5.182558556E0,5.407416214E0
